Source File:- C:\Cubus Projects\vi_F4016_Lastkollektiv\Data\Test Run - 68\Prüfablauf - (1 von 100)\F4016_1_Realkollektiv_1_#2.qtpd
Cycle	Peak Time [s]	Zylinder 2 Weg  [mm] Peak	Zylinder 2 Kraft  [kN] Peak	Trough Time	Zylinder 2 Weg  [mm] Trough	Zylinder 2 Kraft  [kN] Trough	
16727	431517,772	6,152	-2,772	431517,797	5,718	-57,493	
16728	431517,822	6,153	-2,687	431517,847	5,718	-57,420	
16729	431517,872	6,150	-2,951	431517,897	5,718	-57,462	
16730	431517,922	6,151	-2,816	431517,947	5,718	-57,443	
16731	431517,972	6,150	-2,962	431517,997	5,718	-57,485	
16732	431518,022	6,151	-2,879	431518,047	5,718	-57,409	
16733	431518,072	6,151	-2,796	431518,097	5,718	-57,551	
16734	431518,122	6,154	-2,545	431518,147	5,718	-57,430	
16735	431518,172	6,154	-2,532	431518,197	5,718	-57,482	
16736	431518,222	6,152	-2,700	431518,247	5,718	-57,423	
16737	431518,272	6,151	-2,786	431518,297	5,717	-57,532	
16738	431518,322	6,151	-2,813	431518,347	5,718	-57,462	
16739	431518,372	6,151	-2,867	431518,397	5,718	-57,514	
16740	431518,422	6,151	-2,832	431518,447	5,719	-57,399	
16741	431518,472	6,152	-2,811	431518,497	5,718	-57,530	
16742	431518,522	6,149	-3,115	431518,547	5,718	-57,460	
16743	431518,572	6,151	-2,858	431518,597	5,718	-57,509	
16744	431518,622	6,151	-2,864	431518,647	5,718	-57,402	
16745	431518,672	6,152	-2,738	431518,697	5,718	-57,490	
16746	431518,722	6,152	-2,800	431518,747	5,718	-57,474	
16747	431518,772	6,150	-2,935	431518,797	5,717	-57,550	
16748	431518,822	6,151	-2,858	431518,847	5,718	-57,430	
16749	431518,872	6,151	-2,829	431518,897	5,718	-57,486	
16750	431518,922	6,151	-2,839	431518,947	5,718	-57,410	
16751	431518,972	6,151	-2,813	431518,997	5,718	-57,452	
16752	431519,022	6,150	-2,951	431519,047	5,718	-57,444	
16753	431519,072	6,150	-2,921	431519,097	5,718	-57,471	
16754	431519,122	6,151	-2,865	431519,147	5,718	-57,427	
16755	431519,172	6,150	-2,974	431519,197	5,718	-57,470	
16756	431519,222	6,151	-2,816	431519,247	5,718	-57,425	
16757	431519,272	6,151	-2,865	431519,297	5,717	-57,510	
16758	431519,322	6,150	-3,000	431519,347	5,718	-57,466	
16759	431519,372	6,150	-2,896	431519,397	5,718	-57,470	
16760	431519,422	6,151	-2,833	431519,447	5,718	-57,434	
16761	431519,472	6,151	-2,889	431519,497	5,718	-57,489	
16762	431519,522	6,152	-2,761	431519,547	5,718	-57,421	
16763	431519,572	6,151	-2,848	431519,597	5,718	-57,475	
16764	431519,622	6,152	-2,782	431519,647	5,718	-57,414	
16765	431519,672	6,152	-2,752	431519,697	5,718	-57,460	
16766	431519,722	6,151	-2,858	431519,747	5,718	-57,387	
16767	431519,772	6,151	-2,801	431519,797	5,718	-57,493	
16768	431519,822	6,151	-2,879	431519,847	5,718	-57,463	
16769	431519,872	6,151	-2,809	431519,897	5,717	-57,524	
16770	431519,922	6,151	-2,860	431519,947	5,718	-57,440	
16771	431519,972	6,151	-2,867	431519,997	5,718	-57,482	
16772	431520,022	6,151	-2,896	431520,047	5,718	-57,435	
16773	431520,072	6,152	-2,761	431520,097	5,718	-57,462	
16774	431520,122	6,151	-2,829	431520,147	5,718	-57,450	
16775	431520,172	6,150	-2,938	431520,197	5,718	-57,473	
16776	431520,222	6,152	-2,705	431520,247	5,718	-57,428	
16777	431520,272	6,150	-2,940	431520,297	5,718	-57,444	
16778	431520,322	6,152	-2,797	431520,347	5,718	-57,424	
16779	431520,372	6,152	-2,761	431520,397	5,718	-57,491	
16780	431520,422	6,150	-2,939	431520,447	5,718	-57,410	
16781	431520,472	6,151	-2,892	431520,497	5,718	-57,493	
16782	431520,522	6,149	-3,077	431520,547	5,718	-57,465	
16783	431520,572	6,151	-2,916	431520,597	5,718	-57,491	
16784	431520,622	6,151	-2,877	431520,647	5,718	-57,419	
16785	431520,672	6,151	-2,838	431520,697	5,718	-57,454	
16786	431520,722	6,152	-2,776	431520,747	5,718	-57,443	
16787	431520,772	6,151	-2,842	431520,797	5,718	-57,484	
16788	431520,822	6,152	-2,839	431520,847	5,718	-57,436	
16789	431520,872	6,151	-2,765	431520,897	5,718	-57,499	
16790	431520,922	6,148	-3,124	431520,947	5,718	-57,477	
16791	431520,972	6,151	-2,877	431520,997	5,718	-57,474	
16792	431521,022	6,152	-2,777	431521,047	5,718	-57,466	
16793	431521,072	6,151	-2,809	431521,097	5,718	-57,473	
16794	431521,122	6,149	-3,068	431521,147	5,718	-57,456	
16795	431521,172	6,151	-2,846	431521,197	5,718	-57,450	
16796	431521,222	6,152	-2,758	431521,247	5,718	-57,463	
16797	431521,272	6,153	-2,632	431521,297	5,718	-57,417	
16798	431521,322	6,152	-2,800	431521,347	5,718	-57,444	
16799	431521,372	6,151	-2,870	431521,397	5,718	-57,440	
16800	431521,422	6,152	-2,725	431521,447	5,719	-57,392	
16801	431521,472	6,151	-2,815	431521,497	5,718	-57,478	
16802	431521,522	6,154	-2,529	431521,547	5,718	-57,455	
16803	431521,572	6,151	-2,890	431521,597	5,718	-57,422	
16804	431521,622	6,150	-2,914	431521,647	5,718	-57,443	
16805	431521,672	6,150	-2,928	431521,697	5,718	-57,496	
16806	431521,722	6,151	-2,856	431521,747	5,718	-57,459	
16807	431521,772	6,151	-2,848	431521,797	5,718	-57,471	
16808	431521,822	6,149	-3,012	431521,847	5,718	-57,457	
16809	431521,872	6,151	-2,834	431521,897	5,718	-57,435	
16810	431521,922	6,150	-2,903	431521,947	5,718	-57,417	
16811	431521,972	6,151	-2,805	431521,997	5,718	-57,492	
16812	431522,022	6,150	-2,982	431522,047	5,718	-57,446	
16813	431522,072	6,151	-2,886	431522,097	5,718	-57,466	
16814	431522,122	6,151	-2,829	431522,147	5,718	-57,438	
16815	431522,172	6,151	-2,848	431522,197	5,718	-57,452	
16816	431522,222	6,151	-2,948	431522,247	5,718	-57,428	
16817	431522,272	6,151	-2,814	431522,297	5,718	-57,452	
16818	431522,322	6,151	-2,887	431522,347	5,718	-57,432	
16819	431522,372	6,151	-2,835	431522,397	5,718	-57,449	
16820	431522,422	6,152	-2,750	431522,447	5,718	-57,461	
16821	431522,472	6,150	-2,931	431522,497	5,718	-57,454	
16822	431522,522	6,152	-2,761	431522,547	5,718	-57,460	
16823	431522,572	6,151	-2,854	431522,597	5,718	-57,490	
16824	431522,622	6,150	-2,967	431522,647	5,718	-57,442	
16825	431522,672	6,151	-2,853	431522,697	5,718	-57,474	
16826	431522,722	6,150	-2,939	431522,747	5,718	-57,460	
16827	431522,772	6,150	-2,894	431522,797	5,718	-57,443	
16828	431522,822	6,150	-2,906	431522,847	5,718	-57,464	
16829	431522,872	6,151	-2,830	431522,897	5,718	-57,466	
16830	431522,922	6,153	-2,629	431522,947	5,718	-57,438	
16831	431522,972	6,154	-2,556	431522,997	5,718	-57,416	
16832	431523,022	6,150	-2,987	431523,047	5,718	-57,413	
16833	431523,072	6,151	-2,883	431523,097	5,718	-57,482	
16834	431523,122	6,150	-2,946	431523,147	5,718	-57,449	
16835	431523,172	6,150	-2,947	431523,197	5,718	-57,452	
16836	431523,222	6,153	-2,703	431523,247	5,718	-57,465	
16837	431523,272	6,152	-2,732	431523,297	5,718	-57,425	
16838	431523,322	6,150	-2,965	431523,347	5,718	-57,450	
16839	431523,372	6,152	-2,735	431523,397	5,718	-57,464	
16840	431523,422	6,151	-2,834	431523,447	5,718	-57,464	
16841	431523,472	6,151	-2,815	431523,497	5,718	-57,439	
16842	431523,522	6,152	-2,755	431523,547	5,718	-57,457	
16843	431523,572	6,152	-2,784	431523,597	5,718	-57,469	
16844	431523,622	6,147	-3,294	431523,647	5,718	-57,442	
16845	431523,672	6,150	-2,993	431523,697	5,718	-57,455	
16846	431523,722	6,149	-3,037	431523,747	5,718	-57,461	
16847	431523,772	6,150	-2,911	431523,797	5,718	-57,422	
16848	431523,822	6,152	-2,810	431523,847	5,718	-57,424	
16849	431523,872	6,150	-2,913	431523,897	5,718	-57,425	
16850	431523,922	6,151	-2,896	431523,947	5,718	-57,439	
16851	431523,972	6,152	-2,777	431523,997	5,718	-57,483	
16852	431524,022	6,151	-2,846	431524,047	5,718	-57,425	
16853	431524,072	6,151	-2,799	431524,097	5,718	-57,437	
16854	431524,122	6,152	-2,764	431524,147	5,718	-57,460	
16855	431524,172	6,154	-2,491	431524,197	5,718	-57,452	
16856	431524,222	6,153	-2,669	431524,247	5,719	-57,400	
16857	431524,272	6,151	-2,770	431524,297	5,718	-57,457	
16858	431524,322	6,152	-2,744	431524,347	5,718	-57,431	
16859	431524,372	6,151	-2,883	431524,397	5,718	-57,419	
16860	431524,422	6,150	-2,950	431524,447	5,718	-57,464	
16861	431524,472	6,151	-2,835	431524,497	5,718	-57,412	
16862	431524,522	6,152	-2,833	431524,547	5,718	-57,451	
16863	431524,572	6,150	-2,935	431524,597	5,718	-57,446	
16864	431524,622	6,150	-2,970	431524,647	5,718	-57,436	
16865	431524,672	6,151	-2,861	431524,697	5,718	-57,476	
16866	431524,722	6,153	-2,681	431524,747	5,718	-57,440	
16867	431524,772	6,153	-2,635	431524,797	5,718	-57,446	
16868	431524,822	6,151	-2,869	431524,847	5,718	-57,454	
16869	431524,872	6,151	-2,853	431524,897	5,718	-57,443	
16870	431524,922	6,153	-2,736	431524,947	5,718	-57,467	
16871	431524,972	6,151	-2,793	431524,997	5,718	-57,486	
16872	431525,022	6,151	-2,872	431525,047	5,718	-57,487	
16873	431525,072	6,151	-2,852	431525,097	5,718	-57,503	
16874	431525,122	6,151	-2,828	431525,147	5,717	-57,516	
16875	431525,172	6,151	-2,840	431525,197	5,718	-57,481	
16876	431525,222	6,152	-2,793	431525,247	5,718	-57,474	
16877	431525,272	6,152	-2,732	431525,297	5,718	-57,437	
16878	431525,322	6,151	-2,920	431525,347	5,718	-57,463	
16879	431525,372	6,150	-2,877	431525,397	5,718	-57,430	
16880	431525,422	6,151	-2,854	431525,447	5,718	-57,452	
16881	431525,472	6,151	-2,830	431525,497	5,718	-57,462	
16882	431525,522	6,151	-2,911	431525,547	5,718	-57,492	
16883	431525,572	6,151	-2,833	431525,597	5,718	-57,464	
16884	431525,622	6,151	-2,930	431525,647	5,718	-57,470	
16885	431525,672	6,152	-2,759	431525,697	5,718	-57,506	
16886	431525,722	6,151	-2,915	431525,747	5,718	-57,468	
16887	431525,772	6,151	-2,865	431525,797	5,718	-57,436	
16888	431525,822	6,151	-2,951	431525,847	5,718	-57,446	
16889	431525,872	6,149	-3,061	431525,897	5,718	-57,434	
16890	431525,922	6,151	-2,923	431525,947	5,718	-57,452	
16891	431525,972	6,151	-2,882	431525,997	5,718	-57,457	
16892	431526,022	6,153	-2,683	431526,047	5,718	-57,497	
16893	431526,072	6,152	-2,724	431526,097	5,718	-57,443	
16894	431526,122	6,152	-2,745	431526,147	5,718	-57,465	
16895	431526,172	6,149	-3,008	431526,197	5,718	-57,476	
16896	431526,222	6,151	-2,896	431526,247	5,718	-57,486	
16897	431526,272	6,151	-2,846	431526,297	5,718	-57,437	
16898	431526,322	6,150	-2,996	431526,347	5,718	-57,487	
16899	431526,372	6,151	-2,838	431526,397	5,718	-57,463	
16900	431526,422	6,151	-2,890	431526,447	5,718	-57,492	
16901	431526,472	6,154	-2,551	431526,497	5,719	-57,414	
16902	431526,522	6,152	-2,836	431526,547	5,719	-57,409	
16903	431526,572	6,156	-2,344	431526,597	5,718	-57,435	
16904	431526,622	6,152	-2,728	431526,647	5,718	-57,468	
16905	431526,672	6,150	-2,895	431526,697	5,718	-57,470	
16906	431526,722	6,152	-2,770	431526,747	5,718	-57,495	
16907	431526,772	6,151	-2,871	431526,797	5,718	-57,434	
16908	431526,822	6,151	-2,942	431526,847	5,718	-57,492	
16909	431526,872	6,151	-2,784	431526,897	5,718	-57,421	
16910	431526,922	6,151	-2,927	431526,947	5,718	-57,495	
16911	431526,972	6,151	-2,873	431526,997	5,718	-57,502	
16912	431527,022	6,150	-2,989	431527,047	5,718	-57,464	
16913	431527,072	6,155	-2,431	431527,097	5,718	-57,440	
16914	431527,122	6,154	-2,576	431527,147	5,718	-57,449	
16915	431527,172	6,153	-2,554	431527,197	5,718	-57,412	
16916	431527,222	6,151	-2,923	431527,247	5,718	-57,470	
16917	431527,272	6,151	-2,785	431527,297	5,718	-57,446	
16918	431527,322	6,152	-2,810	431527,347	5,717	-57,520	
16919	431527,372	6,151	-2,809	431527,397	5,718	-57,420	
16920	431527,422	6,151	-2,876	431527,447	5,718	-57,482	
16921	431527,472	6,151	-2,882	431527,497	5,718	-57,474	
16922	431527,522	6,151	-2,917	431527,547	5,718	-57,476	
16923	431527,572	6,151	-2,856	431527,597	5,718	-57,467	
16924	431527,622	6,151	-2,893	431527,647	5,718	-57,492	
16925	431527,672	6,151	-2,785	431527,697	5,718	-57,480	
16926	431527,722	6,149	-3,107	431527,747	5,718	-57,495	
16927	431527,772	6,151	-2,791	431527,797	5,718	-57,471	
16928	431527,822	6,151	-2,890	431527,847	5,718	-57,520	
16929	431527,872	6,151	-2,780	431527,897	5,718	-57,443	
16930	431527,922	6,150	-2,929	431527,947	5,718	-57,476	
16931	431527,972	6,153	-2,637	431527,997	5,718	-57,427	
16932	431528,022	6,151	-2,897	431528,047	5,718	-57,507	
16933	431528,072	6,151	-2,824	431528,097	5,718	-57,448	
16934	431528,122	6,150	-2,981	431528,147	5,718	-57,508	
16935	431528,172	6,151	-2,877	431528,197	5,718	-57,424	
16936	431528,222	6,151	-2,898	431528,247	5,718	-57,473	
16937	431528,272	6,151	-2,832	431528,297	5,718	-57,423	
16938	431528,322	6,151	-2,891	431528,347	5,718	-57,441	
16939	431528,372	6,151	-2,867	431528,397	5,718	-57,424	
16940	431528,422	6,151	-2,923	431528,447	5,717	-57,525	
16941	431528,472	6,152	-2,758	431528,497	5,718	-57,467	
16942	431528,522	6,151	-2,896	431528,547	5,718	-57,451	
16943	431528,572	6,151	-2,823	431528,597	5,718	-57,403	
16944	431528,622	6,150	-2,948	431528,647	5,718	-57,467	
16945	431528,672	6,151	-2,781	431528,697	5,718	-57,449	
16946	431528,722	6,151	-2,906	431528,747	5,718	-57,508	
16947	431528,772	6,151	-2,830	431528,797	5,718	-57,430	
16948	431528,822	6,152	-2,781	431528,847	5,718	-57,477	
16949	431528,872	6,151	-2,751	431528,897	5,718	-57,415	
16950	431528,922	6,150	-2,933	431528,947	5,718	-57,476	
16951	431528,972	6,151	-2,812	431528,997	5,718	-57,460	
16952	431529,022	6,151	-2,950	431529,047	5,718	-57,503	
16953	431529,072	6,152	-2,734	431529,097	5,718	-57,426	
16954	431529,122	6,150	-2,988	431529,147	5,718	-57,498	
16955	431529,172	6,152	-2,714	431529,197	5,718	-57,435	
16956	431529,222	6,152	-2,799	431529,247	5,718	-57,473	
16957	431529,272	6,149	-3,102	431529,297	5,718	-57,430	
16958	431529,322	6,151	-2,911	431529,347	5,718	-57,485	
16959	431529,372	6,150	-2,964	431529,397	5,719	-57,380	
16960	431529,422	6,151	-2,891	431529,447	5,718	-57,488	
16961	431529,472	6,151	-2,849	431529,497	5,719	-57,409	
16962	431529,522	6,151	-2,913	431529,547	5,718	-57,442	
16963	431529,572	6,150	-2,877	431529,597	5,718	-57,392	
16964	431529,622	6,152	-2,790	431529,647	5,718	-57,447	
16965	431529,672	6,151	-2,775	431529,697	5,718	-57,457	
16966	431529,722	6,150	-2,989	431529,747	5,718	-57,508	
16967	431529,772	6,152	-2,781	431529,797	5,718	-57,421	
16968	431529,822	6,154	-2,522	431529,847	5,718	-57,456	
16969	431529,872	6,154	-2,513	431529,897	5,719	-57,411	
16970	431529,922	6,154	-2,549	431529,947	5,718	-57,480	
16971	431529,972	6,151	-2,862	431529,997	5,718	-57,434	
16972	431530,022	6,151	-2,967	431530,047	5,718	-57,496	
16973	431530,072	6,151	-2,856	431530,097	5,718	-57,466	
16974	431530,122	6,150	-2,927	431530,147	5,718	-57,472	
16975	431530,172	6,151	-2,830	431530,197	5,718	-57,422	
16976	431530,222	6,151	-2,839	431530,247	5,718	-57,498	
16977	431530,272	6,151	-2,802	431530,297	5,718	-57,452	
16978	431530,322	6,151	-2,857	431530,347	5,718	-57,482	
16979	431530,372	6,152	-2,758	431530,397	5,718	-57,429	
16980	431530,422	6,150	-2,995	431530,447	5,718	-57,482	
16981	431530,472	6,151	-2,857	431530,497	5,718	-57,419	
16982	431530,522	6,150	-2,967	431530,547	5,718	-57,459	
16983	431530,572	6,151	-2,781	431530,597	5,718	-57,460	
16984	431530,622	6,154	-2,597	431530,647	5,718	-57,481	
16985	431530,672	6,151	-2,875	431530,697	5,718	-57,417	
16986	431530,722	6,152	-2,793	431530,747	5,718	-57,499	
16987	431530,772	6,150	-2,922	431530,797	5,718	-57,398	
16988	431530,822	6,151	-2,925	431530,847	5,718	-57,502	
16989	431530,872	6,151	-2,850	431530,897	5,718	-57,431	
16990	431530,922	6,150	-2,973	431530,947	5,718	-57,478	
16991	431530,972	6,151	-2,799	431530,997	5,717	-57,480	
16992	431531,022	6,152	-2,756	431531,047	5,718	-57,462	
16993	431531,072	6,153	-2,588	431531,097	5,718	-57,420	
16994	431531,122	6,152	-2,749	431531,147	5,718	-57,494	
16995	431531,172	6,150	-2,919	431531,197	5,718	-57,417	
16996	431531,222	6,151	-2,937	431531,247	5,718	-57,490	
16997	431531,272	6,151	-2,843	431531,297	5,718	-57,455	
16998	431531,322	6,150	-2,989	431531,347	5,718	-57,477	
16999	431531,372	6,150	-2,894	431531,397	5,718	-57,461	
17000	431531,422	6,151	-2,829	431531,447	5,718	-57,498	
17001	431531,472	6,152	-2,752	431531,497	5,718	-57,458	
17002	431531,522	6,150	-3,017	431531,547	5,719	-57,411	
17003	431531,572	6,151	-2,880	431531,597	5,718	-57,400	
17004	431531,622	6,149	-3,079	431531,647	5,718	-57,513	
17005	431531,672	6,150	-2,946	431531,697	5,718	-57,432	
17006	431531,722	6,152	-2,759	431531,747	5,718	-57,458	
17007	431531,772	6,151	-2,860	431531,797	5,718	-57,407	
17008	431531,822	6,152	-2,804	431531,847	5,718	-57,467	
17009	431531,872	6,154	-2,495	431531,897	5,718	-57,419	
17010	431531,922	6,151	-2,866	431531,947	5,718	-57,439	
17011	431531,972	6,151	-2,799	431531,997	5,718	-57,426	
17012	431532,022	6,151	-2,900	431532,047	5,718	-57,452	
17013	431532,072	6,152	-2,737	431532,097	5,718	-57,451	
17014	431532,122	6,151	-2,918	431532,147	5,718	-57,505	
17015	431532,172	6,151	-2,837	431532,197	5,718	-57,432	
17016	431532,222	6,152	-2,782	431532,247	5,718	-57,450	
17017	431532,272	6,154	-2,573	431532,297	5,718	-57,471	
17018	431532,322	6,154	-2,550	431532,347	5,718	-57,451	
17019	431532,372	6,154	-2,440	431532,397	5,718	-57,432	
17020	431532,422	6,154	-2,590	431532,447	5,717	-57,523	
17021	431532,472	6,152	-2,759	431532,497	5,718	-57,493	
17022	431532,522	6,151	-2,825	431532,547	5,718	-57,538	
17023	431532,572	6,151	-2,821	431532,597	5,718	-57,440	
17024	431532,622	6,152	-2,804	431532,647	5,718	-57,531	
17025	431532,672	6,152	-2,764	431532,697	5,718	-57,444	
17026	431532,722	6,154	-2,593	431532,747	5,718	-57,529	
17027	431532,772	6,155	-2,463	431532,797	5,718	-57,422	
17028	431532,822	6,153	-2,629	431532,847	5,718	-57,467	
17029	431532,872	6,151	-2,855	431532,897	5,718	-57,442	
17030	431532,922	6,150	-2,956	431532,947	5,718	-57,490	
17031	431532,972	6,151	-2,899	431532,997	5,718	-57,482	
17032	431533,022	6,151	-2,900	431533,047	5,717	-57,531	
17033	431533,072	6,150	-2,883	431533,097	5,718	-57,456	
17034	431533,122	6,151	-2,916	431533,147	5,718	-57,494	
17035	431533,172	6,153	-2,697	431533,197	5,719	-57,420	
17036	431533,222	6,152	-2,790	431533,247	5,718	-57,496	
17037	431533,272	6,151	-2,907	431533,297	5,718	-57,426	
17038	431533,322	6,151	-2,905	431533,347	5,718	-57,503	
17039	431533,372	6,152	-2,748	431533,397	5,718	-57,452	
17040	431533,422	6,150	-2,964	431533,447	5,718	-57,509	
17041	431533,472	6,151	-2,847	431533,497	5,718	-57,426	
17042	431533,522	6,150	-2,919	431533,547	5,718	-57,512	
17043	431533,572	6,151	-2,804	431533,597	5,718	-57,463	
17044	431533,622	6,150	-2,920	431533,647	5,718	-57,509	
17045	431533,672	6,151	-2,828	431533,697	5,718	-57,440	
17046	431533,722	6,150	-3,043	431533,747	5,718	-57,486	
17047	431533,772	6,151	-2,869	431533,797	5,718	-57,433	
17048	431533,822	6,151	-2,872	431533,847	5,718	-57,520	
17049	431533,872	6,151	-2,794	431533,897	5,718	-57,424	
17050	431533,922	6,150	-2,914	431533,947	5,718	-57,536	
17051	431533,972	6,151	-2,836	431533,997	5,718	-57,412	
17052	431534,022	6,151	-2,833	431534,047	5,718	-57,492	
17053	431534,072	6,150	-2,886	431534,097	5,718	-57,454	
17054	431534,122	6,151	-2,913	431534,147	5,718	-57,505	
17055	431534,172	6,151	-2,815	431534,197	5,718	-57,425	
17056	431534,222	6,151	-2,881	431534,247	5,718	-57,466	
17057	431534,272	6,150	-2,922	431534,297	5,718	-57,427	
17058	431534,322	6,150	-2,936	431534,347	5,718	-57,494	
17059	431534,372	6,153	-2,589	431534,397	5,718	-57,427	
17060	431534,422	6,151	-2,898	431534,447	5,719	-57,461	
17061	431534,472	6,152	-2,786	431534,497	5,718	-57,397	
17062	431534,522	6,152	-2,793	431534,547	5,718	-57,476	
17063	431534,572	6,151	-2,835	431534,597	5,718	-57,445	
17064	431534,622	6,151	-2,828	431534,647	5,718	-57,492	
17065	431534,672	6,151	-2,818	431534,697	5,718	-57,457	
17066	431534,722	6,151	-2,836	431534,747	5,718	-57,471	
17067	431534,772	6,151	-2,793	431534,797	5,718	-57,444	
17068	431534,822	6,153	-2,593	431534,847	5,718	-57,476	
17069	431534,872	6,152	-2,710	431534,897	5,718	-57,396	
17070	431534,922	6,150	-2,985	431534,947	5,718	-57,480	
17071	431534,972	6,152	-2,741	431534,997	5,718	-57,475	
17072	431535,022	6,153	-2,624	431535,047	5,718	-57,452	
17073	431535,072	6,153	-2,570	431535,097	5,718	-57,401	
17074	431535,122	6,151	-2,905	431535,147	5,718	-57,492	
17075	431535,172	6,150	-2,900	431535,197	5,718	-57,475	
17076	431535,222	6,151	-2,882	431535,247	5,718	-57,529	
17077	431535,272	6,150	-2,925	431535,297	5,718	-57,441	
17078	431535,322	6,152	-2,757	431535,347	5,718	-57,510	
17079	431535,372	6,154	-2,567	431535,397	5,718	-57,457	
17080	431535,422	6,154	-2,552	431535,447	5,718	-57,504	
17081	431535,472	6,151	-2,842	431535,497	5,718	-57,406	
17082	431535,522	6,152	-2,744	431535,547	5,718	-57,456	
17083	431535,572	6,154	-2,608	431535,597	5,718	-57,433	
17084	431535,622	6,150	-2,934	431535,647	5,718	-57,507	
17085	431535,672	6,151	-2,860	431535,697	5,718	-57,477	
17086	431535,722	6,151	-2,813	431535,747	5,718	-57,525	
17087	431535,772	6,152	-2,767	431535,797	5,718	-57,427	
17088	431535,822	6,152	-2,827	431535,847	5,718	-57,517	
17089	431535,872	6,152	-2,797	431535,897	5,718	-57,403	
17090	431535,922	6,152	-2,817	431535,947	5,718	-57,524	
17091	431535,972	6,151	-2,795	431535,997	5,718	-57,391	
17092	431536,022	6,151	-2,913	431536,047	5,718	-57,489	
17093	431536,072	6,151	-2,857	431536,097	5,718	-57,464	
17094	431536,122	6,151	-2,881	431536,147	5,718	-57,497	
17095	431536,172	6,151	-2,820	431536,197	5,718	-57,452	
17096	431536,222	6,150	-2,960	431536,247	5,718	-57,533	
17097	431536,272	6,149	-3,049	431536,297	5,718	-57,414	
17098	431536,322	6,152	-2,776	431536,347	5,718	-57,507	
17099	431536,372	6,153	-2,673	431536,397	5,718	-57,430	
17100	431536,422	6,152	-2,773	431536,447	5,718	-57,507	
17101	431536,472	6,151	-2,899	431536,497	5,718	-57,433	
17102	431536,522	6,151	-2,847	431536,547	5,718	-57,498	
17103	431536,572	6,151	-2,831	431536,597	5,718	-57,428	
17104	431536,622	6,149	-3,094	431536,647	5,718	-57,457	
17105	431536,672	6,151	-2,921	431536,697	5,718	-57,413	
17106	431536,722	6,150	-2,932	431536,747	5,718	-57,506	
17107	431536,772	6,148	-3,155	431536,797	5,718	-57,410	
17108	431536,822	6,150	-2,963	431536,847	5,718	-57,471	
17109	431536,872	6,150	-2,908	431536,897	5,718	-57,447	
17110	431536,922	6,150	-2,881	431536,947	5,719	-57,473	
17111	431536,972	6,152	-2,769	431536,997	5,718	-57,403	
17112	431537,022	6,151	-2,905	431537,047	5,718	-57,475	
17113	431537,072	6,150	-2,979	431537,097	5,719	-57,371	
17114	431537,122	6,151	-2,826	431537,147	5,718	-57,493	
17115	431537,172	6,151	-2,870	431537,197	5,718	-57,406	
17116	431537,222	6,150	-2,952	431537,247	5,718	-57,509	
17117	431537,272	6,150	-2,929	431537,297	5,718	-57,435	
17118	431537,322	6,150	-2,922	431537,347	5,718	-57,484	
17119	431537,372	6,151	-2,893	431537,397	5,718	-57,403	
17120	431537,422	6,152	-2,742	431537,447	5,718	-57,477	
17121	431537,472	6,151	-2,874	431537,497	5,719	-57,401	
17122	431537,522	6,152	-2,823	431537,547	5,718	-57,460	
17123	431537,572	6,150	-2,922	431537,597	5,718	-57,395	
17124	431537,622	6,152	-2,739	431537,647	5,718	-57,493	
17125	431537,672	6,151	-2,865	431537,697	5,718	-57,425	
17126	431537,722	6,151	-2,895	431537,747	5,718	-57,493	
17127	431537,772	6,150	-3,021	431537,797	5,718	-57,446	
17128	431537,822	6,150	-2,968	431537,847	5,718	-57,460	
17129	431537,872	6,150	-2,928	431537,897	5,718	-57,418	
17130	431537,922	6,151	-2,881	431537,947	5,718	-57,476	
17131	431537,972	6,150	-2,968	431537,997	5,718	-57,426	
17132	431538,022	6,150	-2,918	431538,047	5,718	-57,483	
17133	431538,072	6,151	-2,828	431538,097	5,718	-57,404	
17134	431538,122	6,151	-2,905	431538,147	5,718	-57,466	
17135	431538,172	6,149	-3,043	431538,197	5,718	-57,433	
17136	431538,222	6,150	-2,945	431538,247	5,718	-57,484	
17137	431538,272	6,148	-3,178	431538,297	5,718	-57,423	
17138	431538,322	6,151	-2,867	431538,347	5,718	-57,463	
17139	431538,372	6,151	-2,864	431538,397	5,718	-57,414	
17140	431538,422	6,152	-2,761	431538,447	5,718	-57,479	
17141	431538,472	6,151	-2,787	431538,497	5,718	-57,408	
17142	431538,522	6,151	-2,842	431538,547	5,718	-57,491	
17143	431538,572	6,151	-2,838	431538,597	5,718	-57,421	
17144	431538,622	6,151	-2,888	431538,647	5,718	-57,484	
17145	431538,672	6,150	-2,970	431538,697	5,718	-57,396	
17146	431538,722	6,151	-2,885	431538,747	5,718	-57,499	
17147	431538,772	6,151	-2,864	431538,797	5,718	-57,457	
17148	431538,822	6,151	-2,876	431538,847	5,718	-57,456	
17149	431538,872	6,152	-2,755	431538,897	5,718	-57,396	
17150	431538,922	6,151	-2,840	431538,947	5,718	-57,495	
17151	431538,972	6,151	-2,939	431538,997	5,718	-57,397	
17152	431539,022	6,153	-2,635	431539,047	5,718	-57,449	
17153	431539,072	6,152	-2,770	431539,097	5,718	-57,431	
17154	431539,122	6,152	-2,790	431539,147	5,718	-57,505	
17155	431539,172	6,149	-3,048	431539,197	5,718	-57,410	
17156	431539,222	6,152	-2,811	431539,247	5,718	-57,465	
17157	431539,272	6,151	-2,857	431539,297	5,719	-57,370	
