Source File:- C:\Cubus Projects\vi_F4016_Lastkollektiv\Data\Test Run - 17\Prüfablauf - (1 von 1)\F4016_1_Ueberlast_mittig_#3.qtpd
Cycle	Peak Time [s]	Zylinder 2 Weg  [mm] Peak	Zylinder 2 Kraft  [kN] Peak	Trough Time	Zylinder 2 Weg  [mm] Trough	Zylinder 2 Kraft  [kN] Trough	
3045	88724,834	6,106	-2,768	88724,859	5,556	-70,845	
3046	88724,884	6,106	-2,880	88724,909	5,556	-70,812	
3047	88724,934	6,106	-2,764	88724,959	5,556	-70,814	
3048	88724,984	6,107	-2,793	88725,009	5,556	-70,826	
3049	88725,034	6,107	-2,860	88725,059	5,556	-70,755	
3050	88725,084	6,106	-2,805	88725,109	5,555	-70,815	
3051	88725,134	6,107	-2,708	88725,159	5,556	-70,783	
3052	88725,184	6,106	-2,841	88725,209	5,556	-70,785	
3053	88725,234	6,107	-2,811	88725,259	5,556	-70,772	
3054	88725,284	6,107	-2,841	88725,309	5,555	-70,802	
3055	88725,334	6,106	-2,814	88725,359	5,556	-70,759	
3056	88725,384	6,108	-2,798	88725,409	5,555	-70,823	
3057	88725,434	6,106	-2,829	88725,459	5,556	-70,764	
3058	88725,484	6,107	-2,738	88725,509	5,556	-70,794	
3059	88725,534	6,107	-2,812	88725,559	5,554	-70,819	
3060	88725,584	6,106	-2,842	88725,609	5,555	-70,861	
3061	88725,634	6,106	-2,813	88725,659	5,555	-70,833	
3062	88725,684	6,106	-2,841	88725,709	5,555	-70,803	
3063	88725,734	6,107	-2,752	88725,759	5,555	-70,851	
3064	88725,784	6,106	-2,786	88725,809	5,554	-70,910	
3065	88725,834	6,107	-2,864	88725,859	5,555	-70,786	
3066	88725,884	6,107	-2,802	88725,909	5,556	-70,808	
3067	88725,934	6,106	-2,823	88725,959	5,556	-70,779	
3068	88725,984	6,107	-2,810	88726,009	5,556	-70,756	
3069	88726,034	6,106	-2,819	88726,059	5,555	-70,757	
3070	88726,084	6,107	-2,860	88726,109	5,556	-70,802	
3071	88726,134	6,106	-2,869	88726,159	5,556	-70,785	
3072	88726,184	6,107	-2,854	88726,209	5,557	-70,786	
3073	88726,234	6,107	-2,835	88726,259	5,557	-70,749	
3074	88726,284	6,107	-2,783	88726,309	5,556	-70,859	
3075	88726,334	6,106	-2,774	88726,359	5,556	-70,736	
3076	88726,384	6,105	-2,843	88726,409	5,555	-70,816	
3077	88726,434	6,106	-2,759	88726,459	5,555	-70,782	
3078	88726,484	6,107	-2,793	88726,509	5,556	-70,855	
3079	88726,534	6,107	-2,810	88726,559	5,556	-70,740	
3080	88726,584	6,106	-2,836	88726,609	5,555	-70,783	
3081	88726,634	6,107	-2,835	88726,659	5,556	-70,827	
3082	88726,684	6,107	-2,793	88726,709	5,556	-70,864	
3083	88726,734	6,107	-2,827	88726,759	5,556	-70,781	
3084	88726,784	6,107	-2,838	88726,809	5,557	-70,781	
3085	88726,834	6,106	-2,828	88726,859	5,555	-70,791	
3086	88726,884	6,108	-2,746	88726,909	5,556	-70,808	
3087	88726,934	6,106	-2,787	88726,959	5,555	-70,750	
3088	88726,984	6,107	-2,803	88727,009	5,556	-70,797	
3089	88727,034	6,107	-2,760	88727,059	5,556	-70,757	
3090	88727,084	6,107	-2,824	88727,109	5,556	-70,791	
3091	88727,134	6,107	-2,851	88727,159	5,556	-70,761	
3092	88727,184	6,106	-2,815	88727,209	5,556	-70,783	
3093	88727,234	6,108	-2,772	88727,259	5,556	-70,806	
3094	88727,284	6,107	-2,869	88727,309	5,555	-70,745	
3095	88727,334	6,107	-2,832	88727,359	5,556	-70,716	
3096	88727,384	6,106	-2,816	88727,409	5,555	-70,775	
3097	88727,434	6,107	-2,737	88727,459	5,556	-70,794	
3098	88727,484	6,106	-2,821	88727,509	5,555	-70,782	
3099	88727,534	6,106	-2,821	88727,559	5,555	-70,734	
3100	88727,584	6,108	-2,758	88727,609	5,556	-70,838	
3101	88727,634	6,106	-2,867	88727,659	5,556	-70,765	
3102	88727,684	6,106	-2,850	88727,709	5,556	-70,810	
3103	88727,734	6,105	-2,855	88727,759	5,555	-70,793	
3104	88727,784	6,108	-2,733	88727,809	5,555	-70,768	
3105	88727,834	6,106	-2,817	88727,859	5,556	-70,774	
3106	88727,884	6,105	-2,899	88727,909	5,555	-70,787	
3107	88727,934	6,107	-2,791	88727,959	5,557	-70,772	
3108	88727,984	6,106	-2,831	88728,009	5,555	-70,800	
3109	88728,034	6,106	-2,815	88728,059	5,555	-70,796	
3110	88728,084	6,107	-2,806	88728,109	5,556	-70,794	
3111	88728,134	6,107	-2,720	88728,159	5,555	-70,816	
3112	88728,184	6,107	-2,821	88728,209	5,556	-70,735	
3113	88728,234	6,107	-2,788	88728,259	5,556	-70,754	
3114	88728,284	6,107	-2,783	88728,309	5,555	-70,788	
3115	88728,334	6,106	-2,845	88728,359	5,554	-70,813	
3116	88728,384	6,108	-2,777	88728,409	5,557	-70,796	
3117	88728,434	6,105	-2,859	88728,459	5,555	-70,791	
3118	88728,484	6,106	-2,816	88728,509	5,555	-70,827	
3119	88728,534	6,107	-2,825	88728,559	5,555	-70,775	
3120	88728,584	6,107	-2,806	88728,609	5,555	-70,803	
3121	88728,634	6,107	-2,799	88728,659	5,556	-70,751	
3122	88728,684	6,107	-2,807	88728,709	5,556	-70,825	
3123	88728,734	6,107	-2,750	88728,759	5,556	-70,769	
3124	88728,784	6,106	-2,874	88728,809	5,555	-70,818	
3125	88728,834	6,107	-2,752	88728,859	5,556	-70,766	
3126	88728,884	6,107	-2,805	88728,909	5,556	-70,796	
3127	88728,934	6,106	-2,860	88728,959	5,556	-70,742	
3128	88728,984	6,108	-2,700	88729,009	5,555	-70,783	
3129	88729,034	6,105	-2,864	88729,059	5,555	-70,784	
3130	88729,084	6,108	-2,713	88729,109	5,556	-70,817	
3131	88729,134	6,107	-2,804	88729,159	5,555	-70,744	
3132	88729,184	6,106	-2,825	88729,209	5,555	-70,865	
3133	88729,234	6,107	-2,845	88729,259	5,556	-70,837	
3134	88729,284	6,106	-2,737	88729,309	5,555	-70,813	
3135	88729,334	6,106	-2,849	88729,359	5,556	-70,747	
3136	88729,384	6,106	-2,883	88729,409	5,555	-70,801	
3137	88729,434	6,108	-2,764	88729,459	5,556	-70,766	
3138	88729,484	6,106	-2,825	88729,509	5,555	-70,787	
3139	88729,534	6,107	-2,819	88729,559	5,556	-70,773	
3140	88729,584	6,107	-2,787	88729,609	5,556	-70,827	
3141	88729,634	6,107	-2,764	88729,659	5,556	-70,781	
3142	88729,684	6,107	-2,796	88729,709	5,556	-70,793	
3143	88729,734	6,107	-2,846	88729,759	5,556	-70,754	
3144	88729,784	6,106	-2,806	88729,809	5,556	-70,813	
3145	88729,834	6,106	-2,940	88729,859	5,556	-70,826	
3146	88729,884	6,107	-2,887	88729,909	5,555	-70,798	
3147	88729,934	6,106	-2,776	88729,959	5,555	-70,807	
3148	88729,984	6,107	-2,758	88730,009	5,556	-70,875	
3149	88730,034	6,106	-2,849	88730,059	5,555	-70,750	
3150	88730,084	6,108	-2,709	88730,109	5,556	-70,833	
3151	88730,134	6,106	-2,748	88730,159	5,555	-70,766	
3152	88730,184	6,108	-2,795	88730,209	5,556	-70,767	
3153	88730,234	6,106	-2,789	88730,259	5,555	-70,787	
3154	88730,284	6,106	-2,799	88730,309	5,555	-70,821	
3155	88730,334	6,107	-2,779	88730,359	5,556	-70,752	
3156	88730,384	6,107	-2,777	88730,409	5,555	-70,809	
3157	88730,434	6,107	-2,797	88730,459	5,557	-70,769	
3158	88730,484	6,106	-2,784	88730,509	5,554	-70,838	
3159	88730,534	6,108	-2,764	88730,559	5,556	-70,822	
3160	88730,584	6,105	-2,875	88730,609	5,555	-70,786	
3161	88730,634	6,107	-2,792	88730,659	5,556	-70,810	
3162	88730,684	6,108	-2,742	88730,709	5,556	-70,802	
3163	88730,734	6,107	-2,850	88730,759	5,556	-70,815	
3164	88730,784	6,107	-2,811	88730,809	5,556	-70,772	
3165	88730,834	6,107	-2,847	88730,859	5,556	-70,782	
3166	88730,884	6,107	-2,788	88730,909	5,556	-70,813	
3167	88730,934	6,107	-2,849	88730,959	5,556	-70,814	
3168	88730,984	6,107	-2,710	88731,009	5,555	-70,820	
3169	88731,034	6,108	-2,767	88731,059	5,556	-70,796	
3170	88731,084	6,108	-2,791	88731,109	5,555	-70,887	
3171	88731,134	6,106	-2,824	88731,159	5,555	-70,798	
3172	88731,184	6,107	-2,737	88731,209	5,555	-70,856	
3173	88731,234	6,107	-2,834	88731,259	5,556	-70,789	
3174	88731,284	6,108	-2,762	88731,309	5,555	-70,873	
3175	88731,334	6,106	-2,855	88731,359	5,555	-70,815	
3176	88731,384	6,106	-2,870	88731,409	5,555	-70,810	
3177	88731,434	6,107	-2,813	88731,459	5,556	-70,796	
3178	88731,484	6,106	-2,846	88731,509	5,555	-70,794	
3179	88731,534	6,105	-2,841	88731,559	5,555	-70,809	
3180	88731,584	6,106	-2,914	88731,609	5,557	-70,778	
3181	88731,634	6,105	-2,913	88731,659	5,555	-70,783	
3182	88731,684	6,107	-2,816	88731,709	5,555	-70,771	
3183	88731,734	6,107	-2,770	88731,759	5,555	-70,804	
3184	88731,784	6,107	-2,847	88731,809	5,556	-70,790	
3185	88731,834	6,107	-2,750	88731,859	5,555	-70,770	
3186	88731,884	6,107	-2,722	88731,909	5,555	-70,796	
3187	88731,934	6,107	-2,834	88731,959	5,556	-70,781	
3188	88731,984	6,107	-2,771	88732,009	5,556	-70,814	
3189	88732,034	6,106	-2,805	88732,059	5,556	-70,783	
3190	88732,084	6,107	-2,794	88732,109	5,555	-70,869	
3191	88732,134	6,107	-2,823	88732,159	5,555	-70,844	
3192	88732,184	6,106	-2,767	88732,209	5,555	-70,813	
3193	88732,234	6,108	-2,718	88732,259	5,556	-70,789	
3194	88732,284	6,107	-2,794	88732,309	5,555	-70,854	
3195	88732,334	6,106	-2,910	88732,359	5,555	-70,802	
3196	88732,384	6,106	-2,816	88732,409	5,554	-70,851	
3197	88732,434	6,107	-2,889	88732,459	5,556	-70,778	
3198	88732,484	6,108	-2,812	88732,509	5,555	-70,804	
3199	88732,534	6,106	-2,870	88732,559	5,555	-70,816	
3200	88732,584	6,105	-2,875	88732,609	5,555	-70,793	
3201	88732,634	6,107	-2,739	88732,659	5,556	-70,806	
3202	88732,684	6,108	-2,772	88732,709	5,556	-70,802	
3203	88732,734	6,105	-2,865	88732,759	5,554	-70,835	
3204	88732,784	6,106	-2,821	88732,809	5,555	-70,822	
3205	88732,834	6,107	-2,752	88732,859	5,555	-70,807	
3206	88732,884	6,106	-2,802	88732,909	5,555	-70,792	
3207	88732,934	6,105	-2,860	88732,959	5,555	-70,822	
3208	88732,984	6,107	-2,801	88733,009	5,555	-70,823	
3209	88733,034	6,105	-2,875	88733,059	5,555	-70,827	
3210	88733,084	6,108	-2,685	88733,109	5,555	-70,850	
3211	88733,134	6,107	-2,798	88733,159	5,556	-70,803	
3212	88733,184	6,107	-2,804	88733,209	5,556	-70,832	
3213	88733,234	6,107	-2,815	88733,259	5,556	-70,789	
3214	88733,284	6,107	-2,824	88733,309	5,556	-70,799	
3215	88733,334	6,107	-2,868	88733,359	5,556	-70,783	
3216	88733,384	6,107	-2,757	88733,409	5,555	-70,870	
3217	88733,434	6,105	-2,835	88733,459	5,555	-70,816	
3218	88733,484	6,106	-2,811	88733,509	5,555	-70,789	
3219	88733,534	6,106	-2,845	88733,559	5,556	-70,782	
3220	88733,584	6,107	-2,736	88733,609	5,555	-70,800	
3221	88733,634	6,107	-2,868	88733,659	5,555	-70,811	
3222	88733,684	6,105	-2,859	88733,709	5,556	-70,859	
3223	88733,734	6,107	-2,795	88733,759	5,555	-70,797	
3224	88733,784	6,108	-2,730	88733,809	5,556	-70,757	
3225	88733,834	6,106	-2,780	88733,859	5,556	-70,809	
3226	88733,884	6,107	-2,871	88733,909	5,554	-70,834	
3227	88733,934	6,106	-2,787	88733,959	5,556	-70,829	
3228	88733,984	6,108	-2,689	88734,009	5,554	-70,853	
3229	88734,034	6,106	-2,840	88734,059	5,556	-70,800	
3230	88734,084	6,107	-2,815	88734,109	5,554	-70,834	
3231	88734,134	6,106	-2,880	88734,159	5,556	-70,800	
3232	88734,184	6,106	-2,843	88734,209	5,555	-70,843	
3233	88734,234	6,107	-2,796	88734,259	5,555	-70,790	
3234	88734,284	6,108	-2,750	88734,309	5,556	-70,784	
3235	88734,334	6,108	-2,804	88734,359	5,556	-70,769	
3236	88734,384	6,106	-2,771	88734,409	5,555	-70,815	
3237	88734,434	6,107	-2,833	88734,459	5,555	-70,815	
3238	88734,484	6,107	-2,833	88734,509	5,555	-70,821	
3239	88734,534	6,106	-2,834	88734,559	5,556	-70,774	
3240	88734,584	6,107	-2,856	88734,609	5,556	-70,805	
3241	88734,634	6,106	-2,798	88734,659	5,556	-70,808	
3242	88734,684	6,107	-2,851	88734,709	5,554	-70,828	
3243	88734,734	6,107	-2,811	88734,759	5,556	-70,735	
3244	88734,784	6,106	-2,838	88734,809	5,555	-70,751	
3245	88734,834	6,105	-2,901	88734,859	5,555	-70,755	
3246	88734,884	6,106	-2,784	88734,909	5,556	-70,779	
3247	88734,934	6,106	-2,846	88734,959	5,555	-70,830	
3248	88734,984	6,108	-2,785	88735,009	5,556	-70,793	
3249	88735,034	6,107	-2,752	88735,059	5,556	-70,819	
3250	88735,084	6,107	-2,762	88735,109	5,555	-70,811	
3251	88735,134	6,108	-2,743	88735,159	5,555	-70,811	
3252	88735,184	6,107	-2,779	88735,209	5,556	-70,868	
3253	88735,234	6,107	-2,798	88735,259	5,555	-70,793	
3254	88735,284	6,106	-2,796	88735,309	5,556	-70,825	
3255	88735,334	6,108	-2,759	88735,359	5,555	-70,778	
3256	88735,384	6,106	-2,826	88735,409	5,556	-70,800	
3257	88735,434	6,107	-2,802	88735,459	5,556	-70,816	
3258	88735,484	6,108	-2,736	88735,509	5,554	-70,837	
3259	88735,534	6,108	-2,767	88735,559	5,555	-70,885	
3260	88735,584	6,107	-2,851	88735,609	5,556	-70,805	
3261	88735,634	6,106	-2,847	88735,659	5,555	-70,861	
3262	88735,684	6,107	-2,813	88735,709	5,555	-70,811	
3263	88735,734	6,108	-2,771	88735,759	5,556	-70,801	
3264	88735,784	6,108	-2,755	88735,809	5,556	-70,847	
3265	88735,834	6,106	-2,868	88735,859	5,556	-70,897	
3266	88735,884	6,107	-2,773	88735,909	5,554	-70,823	
3267	88735,934	6,107	-2,852	88735,959	5,555	-70,840	
3268	88735,984	6,107	-2,781	88736,009	5,555	-70,821	
3269	88736,034	6,106	-2,870	88736,059	5,554	-70,844	
3270	88736,084	6,107	-2,819	88736,109	5,556	-70,751	
3271	88736,134	6,106	-2,755	88736,159	5,555	-70,852	
3272	88736,184	6,107	-2,730	88736,209	5,555	-70,821	
3273	88736,234	6,108	-2,755	88736,259	5,555	-70,788	
3274	88736,284	6,107	-2,821	88736,309	5,556	-70,859	
3275	88736,334	6,106	-2,798	88736,359	5,556	-70,754	
3276	88736,384	6,105	-2,844	88736,409	5,555	-70,832	
3277	88736,434	6,108	-2,804	88736,459	5,555	-70,811	
3278	88736,484	6,107	-2,830	88736,509	5,557	-70,789	
3279	88736,534	6,107	-2,720	88736,559	5,556	-70,799	
3280	88736,584	6,106	-2,869	88736,609	5,554	-70,858	
3281	88736,634	6,105	-2,858	88736,659	5,556	-70,808	
3282	88736,684	6,107	-2,856	88736,709	5,556	-70,786	
3283	88736,734	6,105	-2,899	88736,759	5,556	-70,782	
3284	88736,784	6,108	-2,734	88736,809	5,555	-70,754	
3285	88736,834	6,107	-2,824	88736,859	5,555	-70,816	
3286	88736,884	6,107	-2,819	88736,909	5,555	-70,827	
3287	88736,934	6,107	-2,812	88736,959	5,556	-70,778	
3288	88736,984	6,106	-2,819	88737,009	5,556	-70,824	
3289	88737,034	6,107	-2,829	88737,059	5,555	-70,766	
3290	88737,084	6,107	-2,816	88737,109	5,556	-70,773	
3291	88737,134	6,106	-2,777	88737,159	5,556	-70,800	
3292	88737,184	6,107	-2,784	88737,209	5,555	-70,834	
3293	88737,234	6,108	-2,787	88737,259	5,555	-70,818	
3294	88737,284	6,107	-2,780	88737,309	5,555	-70,869	
3295	88737,334	6,107	-2,730	88737,359	5,557	-70,734	
3296	88737,384	6,106	-2,795	88737,409	5,556	-70,832	
3297	88737,434	6,105	-2,878	88737,459	5,555	-70,856	
3298	88737,484	6,108	-2,777	88737,509	5,556	-70,838	
3299	88737,534	6,106	-2,837	88737,559	5,555	-70,783	
3300	88737,584	6,108	-2,810	88737,609	5,555	-70,800	
3301	88737,634	6,107	-2,793	88737,659	5,556	-70,757	
3302	88737,684	6,107	-2,787	88737,709	5,556	-70,797	
3303	88737,734	6,107	-2,794	88737,759	5,555	-70,811	
3304	88737,784	6,106	-2,819	88737,809	5,555	-70,823	
3305	88737,834	6,106	-2,790	88737,859	5,556	-70,822	
3306	88737,884	6,107	-2,804	88737,909	5,555	-70,809	
3307	88737,934	6,107	-2,869	88737,959	5,556	-70,819	
3308	88737,984	6,109	-2,663	88738,009	5,556	-70,848	
3309	88738,034	6,107	-2,694	88738,059	5,556	-70,797	
3310	88738,084	6,106	-2,763	88738,109	5,555	-70,760	
3311	88738,134	6,106	-2,763	88738,159	5,556	-70,888	
3312	88738,184	6,106	-2,808	88738,209	5,556	-70,822	
3313	88738,234	6,106	-2,844	88738,259	5,556	-70,804	
3314	88738,284	6,106	-2,800	88738,309	5,556	-70,800	
3315	88738,334	6,106	-2,834	88738,359	5,556	-70,805	
3316	88738,384	6,108	-2,732	88738,409	5,555	-70,820	
3317	88738,434	6,106	-2,919	88738,459	5,555	-70,888	
3318	88738,484	6,106	-2,866	88738,509	5,555	-70,813	
3319	88738,534	6,107	-2,806	88738,559	5,555	-70,875	
3320	88738,584	6,106	-2,745	88738,609	5,556	-70,860	
3321	88738,634	6,106	-2,842	88738,659	5,556	-70,747	
3322	88738,684	6,106	-2,878	88738,709	5,555	-70,834	
3323	88738,734	6,105	-2,841	88738,759	5,556	-70,841	
3324	88738,784	6,107	-2,770	88738,809	5,555	-70,792	
3325	88738,834	6,106	-2,847	88738,859	5,556	-70,776	
3326	88738,884	6,107	-2,805	88738,909	5,555	-70,806	
3327	88738,934	6,107	-2,861	88738,959	5,555	-70,828	
3328	88738,984	6,108	-2,740	88739,009	5,556	-70,804	
3329	88739,034	6,107	-2,827	88739,059	5,556	-70,807	
3330	88739,084	6,107	-2,807	88739,109	5,556	-70,831	
3331	88739,134	6,107	-2,828	88739,159	5,555	-70,846	
3332	88739,184	6,106	-2,841	88739,209	5,555	-70,762	
3333	88739,234	6,106	-2,813	88739,259	5,554	-70,880	
3334	88739,284	6,107	-2,771	88739,309	5,555	-70,790	
3335	88739,334	6,106	-2,852	88739,359	5,555	-70,784	
3336	88739,384	6,105	-2,879	88739,409	5,555	-70,798	
3337	88739,434	6,108	-2,815	88739,459	5,555	-70,804	
3338	88739,484	6,107	-2,786	88739,509	5,555	-70,801	
3339	88739,534	6,107	-2,801	88739,559	5,556	-70,803	
3340	88739,584	6,106	-2,816	88739,609	5,556	-70,789	
3341	88739,634	6,106	-2,835	88739,659	5,555	-70,801	
3342	88739,684	6,106	-2,793	88739,709	5,555	-70,835	
3343	88739,734	6,107	-2,834	88739,759	5,555	-70,793	
3344	88739,784	6,108	-2,778	88739,809	5,554	-70,844	
3345	88739,834	6,106	-2,878	88739,859	5,556	-70,777	
3346	88739,884	6,107	-2,781	88739,909	5,556	-70,802	
3347	88739,934	6,106	-2,822	88739,959	5,555	-70,843	
3348	88739,984	6,107	-2,688	88740,009	5,555	-70,807	
3349	88740,034	6,107	-2,835	88740,059	5,555	-70,783	
3350	88740,084	6,107	-2,832	88740,109	5,555	-70,811	
3351	88740,134	6,106	-2,812	88740,159	5,556	-70,812	
3352	88740,184	6,107	-2,754	88740,209	5,556	-70,816	
3353	88740,234	6,107	-2,748	88740,259	5,556	-70,776	
3354	88740,284	6,108	-2,766	88740,309	5,554	-70,837	
3355	88740,334	6,107	-2,856	88740,359	5,555	-70,835	
3356	88740,384	6,107	-2,745	88740,409	5,556	-70,777	
3357	88740,434	6,107	-2,850	88740,459	5,555	-70,793	
3358	88740,484	6,106	-2,813	88740,509	5,555	-70,810	
3359	88740,534	6,106	-2,831	88740,559	5,555	-70,846	
3360	88740,584	6,106	-2,824	88740,609	5,555	-70,839	
3361	88740,634	6,107	-2,780	88740,659	5,556	-70,791	
3362	88740,684	6,107	-2,813	88740,709	5,556	-70,826	
3363	88740,734	6,107	-2,889	88740,759	5,555	-70,777	
3364	88740,784	6,107	-2,759	88740,809	5,555	-70,831	
3365	88740,834	6,106	-2,835	88740,859	5,556	-70,805	
3366	88740,884	6,107	-2,779	88740,909	5,555	-70,816	
3367	88740,934	6,106	-2,838	88740,959	5,556	-70,811	
3368	88740,984	6,106	-2,785	88741,009	5,556	-70,827	
3369	88741,034	6,106	-2,871	88741,059	5,555	-70,794	
3370	88741,084	6,105	-2,847	88741,109	5,556	-70,838	
3371	88741,134	6,106	-2,868	88741,159	5,556	-70,807	
3372	88741,184	6,107	-2,717	88741,209	5,556	-70,794	
3373	88741,234	6,107	-2,852	88741,259	5,557	-70,773	
3374	88741,284	6,106	-2,808	88741,309	5,555	-70,819	
3375	88741,334	6,107	-2,813	88741,359	5,555	-70,797	
3376	88741,384	6,108	-2,735	88741,409	5,555	-70,799	
3377	88741,434	6,106	-2,813	88741,459	5,556	-70,842	
3378	88741,484	6,106	-2,734	88741,509	5,556	-70,767	
3379	88741,534	6,108	-2,789	88741,559	5,556	-70,800	
3380	88741,584	6,107	-2,768	88741,609	5,556	-70,857	
3381	88741,634	6,106	-2,832	88741,659	5,556	-70,805	
3382	88741,684	6,106	-2,840	88741,709	5,555	-70,822	
3383	88741,734	6,106	-2,758	88741,759	5,556	-70,804	
3384	88741,784	6,108	-2,740	88741,809	5,555	-70,845	
3385	88741,834	6,106	-2,905	88741,859	5,555	-70,764	
3386	88741,884	6,107	-2,788	88741,909	5,556	-70,806	
3387	88741,934	6,107	-2,858	88741,959	5,555	-70,787	
3388	88741,984	6,107	-2,811	88742,009	5,556	-70,789	
3389	88742,034	6,107	-2,757	88742,059	5,556	-70,759	
3390	88742,084	6,106	-2,809	88742,109	5,555	-70,793	
3391	88742,134	6,107	-2,855	88742,159	5,555	-70,802	
3392	88742,184	6,107	-2,746	88742,209	5,556	-70,820	
3393	88742,234	6,106	-2,855	88742,259	5,556	-70,773	
3394	88742,284	6,106	-2,813	88742,309	5,555	-70,848	
3395	88742,334	6,107	-2,831	88742,359	5,555	-70,810	
3396	88742,384	6,108	-2,757	88742,409	5,555	-70,852	
3397	88742,434	6,106	-2,842	88742,459	5,555	-70,830	
3398	88742,484	6,107	-2,780	88742,509	5,555	-70,833	
3399	88742,534	6,107	-2,811	88742,559	5,555	-70,802	
3400	88742,584	6,107	-2,789	88742,609	5,555	-70,811	
3401	88742,634	6,106	-2,829	88742,659	5,556	-70,824	
3402	88742,684	6,107	-2,808	88742,709	5,555	-70,773	
3403	88742,734	6,107	-2,761	88742,759	5,556	-70,764	
3404	88742,784	6,108	-2,776	88742,809	5,556	-70,803	
3405	88742,834	6,108	-2,810	88742,859	5,556	-70,789	
3406	88742,884	6,107	-2,796	88742,909	5,555	-70,818	
3407	88742,934	6,107	-2,790	88742,959	5,555	-70,801	
3408	88742,984	6,107	-2,750	88743,009	5,556	-70,802	
3409	88743,034	6,107	-2,800	88743,059	5,554	-70,842	
3410	88743,084	6,107	-2,742	88743,109	5,556	-70,849	
3411	88743,134	6,107	-2,822	88743,159	5,555	-70,767	
3412	88743,184	6,106	-2,735	88743,209	5,555	-70,787	
3413	88743,234	6,106	-2,852	88743,259	5,555	-70,772	
3414	88743,284	6,107	-2,818	88743,309	5,555	-70,798	
3415	88743,334	6,106	-2,828	88743,359	5,556	-70,821	
3416	88743,384	6,106	-2,828	88743,409	5,554	-70,822	
3417	88743,434	6,108	-2,782	88743,459	5,555	-70,836	
3418	88743,484	6,107	-2,806	88743,509	5,555	-70,788	
3419	88743,534	6,108	-2,824	88743,559	5,557	-70,775	
3420	88743,584	6,107	-2,728	88743,609	5,556	-70,842	
3421	88743,634	6,106	-2,863	88743,659	5,556	-70,794	
3422	88743,684	6,106	-2,825	88743,709	5,555	-70,811	
3423	88743,734	6,106	-2,935	88743,759	5,555	-70,857	
3424	88743,784	6,106	-2,922	88743,809	5,556	-70,808	
3425	88743,834	6,106	-2,895	88743,859	5,557	-70,776	
3426	88743,884	6,106	-2,778	88743,909	5,556	-70,820	
3427	88743,934	6,106	-2,826	88743,959	5,555	-70,810	
3428	88743,984	6,106	-2,775	88744,009	5,556	-70,779	
3429	88744,034	6,108	-2,773	88744,059	5,556	-70,742	
3430	88744,084	6,107	-2,698	88744,109	5,556	-70,806	
3431	88744,134	6,107	-2,855	88744,159	5,555	-70,780	
3432	88744,184	6,108	-2,683	88744,209	5,556	-70,770	
3433	88744,234	6,107	-2,780	88744,259	5,555	-70,841	
3434	88744,284	6,108	-2,735	88744,309	5,556	-70,801	
3435	88744,334	6,107	-2,848	88744,359	5,556	-70,806	
3436	88744,384	6,107	-2,697	88744,409	5,556	-70,762	
3437	88744,434	6,106	-2,825	88744,459	5,556	-70,838	
3438	88744,484	6,107	-2,782	88744,509	5,555	-70,824	
3439	88744,534	6,106	-2,803	88744,559	5,555	-70,805	
3440	88744,584	6,107	-2,714	88744,609	5,557	-70,764	
3441	88744,634	6,106	-2,829	88744,659	5,556	-70,792	
3442	88744,684	6,106	-2,740	88744,709	5,554	-70,899	
3443	88744,734	6,106	-2,795	88744,759	5,555	-70,787	
3444	88744,784	6,106	-2,834	88744,809	5,555	-70,855	
3445	88744,834	6,106	-2,878	88744,859	5,555	-70,847	
3446	88744,884	6,107	-2,750	88744,909	5,555	-70,793	
3447	88744,934	6,106	-2,819	88744,959	5,555	-70,793	
3448	88744,984	6,105	-2,836	88745,009	5,556	-70,769	
3449	88745,034	6,107	-2,804	88745,059	5,555	-70,806	
3450	88745,084	6,107	-2,820	88745,109	5,555	-70,792	
3451	88745,134	6,107	-2,817	88745,159	5,556	-70,796	
3452	88745,184	6,108	-2,744	88745,209	5,557	-70,788	
3453	88745,234	6,106	-2,831	88745,259	5,556	-70,805	
3454	88745,284	6,106	-2,801	88745,309	5,555	-70,786	
3455	88745,334	6,106	-2,798	88745,359	5,554	-70,837	
3456	88745,384	6,106	-2,763	88745,409	5,556	-70,744	
3457	88745,434	6,106	-2,906	88745,459	5,555	-70,801	
3458	88745,484	6,107	-2,749	88745,509	5,555	-70,813	
3459	88745,534	6,108	-2,764	88745,559	5,555	-70,846	
3460	88745,584	6,108	-2,755	88745,609	5,556	-70,831	
3461	88745,634	6,106	-2,803	88745,659	5,556	-70,816	
3462	88745,684	6,107	-2,805	88745,709	5,556	-70,788	
3463	88745,734	6,106	-2,869	88745,759	5,557	-70,736	
3464	88745,784	6,107	-2,813	88745,809	5,555	-70,801	
3465	88745,834	6,107	-2,800	88745,859	5,556	-70,836	
3466	88745,884	6,106	-2,759	88745,909	5,556	-70,783	
3467	88745,934	6,107	-2,837	88745,959	5,555	-70,774	
3468	88745,984	6,107	-2,753	88746,009	5,556	-70,808	
3469	88746,034	6,107	-2,805	88746,059	5,555	-70,775	
3470	88746,084	6,107	-2,775	88746,109	5,556	-70,801	
3471	88746,134	6,107	-2,747	88746,159	5,555	-70,772	
3472	88746,184	6,107	-2,719	88746,209	5,556	-70,776	
3473	88746,234	6,106	-2,777	88746,259	5,555	-70,769	
3474	88746,284	6,108	-2,755	88746,309	5,555	-70,835	
3475	88746,334	6,107	-2,808	88746,359	5,555	-70,795	
