Source File:- C:\Cubus Projects\vi_F4016_Lastkollektiv\Data\Test Run - 69\Prüfablauf - (1 von 100)\F4016_1_Realkollektiv_1_#3.qtpd
Cycle	Peak Time [s]	Zylinder 2 Weg  [mm] Peak	Zylinder 2 Kraft  [kN] Peak	Trough Time	Zylinder 2 Weg  [mm] Trough	Zylinder 2 Kraft  [kN] Trough	
148	436805,688	6,157	-2,654	436805,713	5,638	-68,697	
149	436805,738	6,158	-2,700	436805,763	5,638	-68,776	
150	436805,788	6,157	-2,680	436805,813	5,638	-68,698	
151	436805,838	6,157	-2,740	436805,863	5,638	-68,793	
152	436805,888	6,157	-2,686	436805,913	5,638	-68,703	
153	436805,938	6,157	-2,750	436805,963	5,638	-68,766	
154	436805,988	6,157	-2,677	436806,013	5,639	-68,681	
155	436806,038	6,158	-2,685	436806,063	5,638	-68,779	
156	436806,088	6,157	-2,654	436806,113	5,638	-68,730	
157	436806,138	6,157	-2,738	436806,163	5,638	-68,746	
158	436806,188	6,158	-2,701	436806,213	5,638	-68,703	
159	436806,238	6,157	-2,756	436806,263	5,638	-68,744	
160	436806,288	6,158	-2,655	436806,313	5,638	-68,719	
161	436806,338	6,157	-2,797	436806,363	5,638	-68,716	
162	436806,388	6,158	-2,630	436806,413	5,638	-68,739	
163	436806,438	6,157	-2,740	436806,463	5,638	-68,746	
164	436806,488	6,157	-2,710	436806,513	5,638	-68,712	
165	436806,538	6,157	-2,739	436806,563	5,638	-68,747	
166	436806,588	6,157	-2,717	436806,613	5,638	-68,700	
167	436806,638	6,157	-2,763	436806,663	5,638	-68,752	
168	436806,688	6,157	-2,735	436806,713	5,638	-68,743	
169	436806,738	6,158	-2,718	436806,763	5,638	-68,732	
170	436806,788	6,158	-2,699	436806,813	5,638	-68,725	
171	436806,838	6,158	-2,713	436806,863	5,639	-68,720	
172	436806,888	6,157	-2,735	436806,913	5,639	-68,707	
173	436806,938	6,157	-2,775	436806,963	5,638	-68,722	
174	436806,988	6,157	-2,715	436807,013	5,638	-68,677	
175	436807,038	6,158	-2,689	436807,063	5,638	-68,755	
176	436807,088	6,157	-2,748	436807,113	5,638	-68,743	
177	436807,138	6,157	-2,764	436807,163	5,638	-68,756	
178	436807,188	6,156	-2,752	436807,213	5,638	-68,684	
179	436807,238	6,158	-2,697	436807,263	5,638	-68,725	
180	436807,288	6,158	-2,606	436807,313	5,638	-68,699	
181	436807,338	6,158	-2,635	436807,363	5,639	-68,744	
182	436807,388	6,157	-2,695	436807,413	5,638	-68,726	
183	436807,438	6,157	-2,806	436807,463	5,638	-68,773	
184	436807,488	6,157	-2,715	436807,513	5,638	-68,717	
185	436807,538	6,157	-2,774	436807,563	5,638	-68,726	
186	436807,588	6,157	-2,661	436807,613	5,638	-68,704	
187	436807,638	6,158	-2,652	436807,663	5,638	-68,761	
188	436807,688	6,156	-2,760	436807,713	5,638	-68,733	
189	436807,738	6,158	-2,715	436807,763	5,638	-68,710	
190	436807,788	6,158	-2,643	436807,813	5,638	-68,713	
191	436807,838	6,158	-2,720	436807,863	5,638	-68,799	
192	436807,888	6,157	-2,731	436807,913	5,638	-68,699	
193	436807,938	6,158	-2,748	436807,963	5,638	-68,752	
194	436807,988	6,157	-2,716	436808,013	5,638	-68,724	
195	436808,038	6,158	-2,711	436808,063	5,638	-68,728	
196	436808,088	6,157	-2,693	436808,113	5,638	-68,688	
197	436808,138	6,158	-2,710	436808,163	5,638	-68,757	
198	436808,188	6,157	-2,670	436808,213	5,638	-68,719	
199	436808,238	6,157	-2,766	436808,263	5,638	-68,722	
200	436808,288	6,157	-2,673	436808,313	5,638	-68,697	
201	436808,338	6,158	-2,718	436808,363	5,638	-68,760	
202	436808,388	6,158	-2,637	436808,413	5,639	-68,679	
203	436808,438	6,157	-2,723	436808,463	5,639	-68,678	
204	436808,488	6,157	-2,682	436808,513	5,638	-68,690	
205	436808,538	6,157	-2,753	436808,563	5,638	-68,770	
206	436808,588	6,158	-2,645	436808,613	5,638	-68,678	
207	436808,638	6,158	-2,691	436808,663	5,638	-68,726	
208	436808,688	6,157	-2,713	436808,713	5,638	-68,686	
209	436808,738	6,158	-2,706	436808,763	5,638	-68,741	
210	436808,788	6,157	-2,701	436808,813	5,638	-68,663	
211	436808,838	6,158	-2,669	436808,863	5,638	-68,778	
212	436808,888	6,158	-2,617	436808,913	5,638	-68,680	
213	436808,938	6,159	-2,615	436808,963	5,638	-68,720	
214	436808,988	6,157	-2,695	436809,013	5,638	-68,693	
215	436809,038	6,157	-2,733	436809,063	5,638	-68,747	
216	436809,088	6,158	-2,640	436809,113	5,638	-68,660	
217	436809,138	6,157	-2,724	436809,163	5,638	-68,750	
218	436809,188	6,158	-2,622	436809,213	5,638	-68,684	
219	436809,238	6,157	-2,705	436809,263	5,638	-68,723	
220	436809,288	6,157	-2,704	436809,313	5,639	-68,658	
221	436809,338	6,158	-2,617	436809,363	5,638	-68,762	
222	436809,388	6,158	-2,600	436809,413	5,639	-68,678	
223	436809,438	6,157	-2,699	436809,463	5,638	-68,729	
224	436809,488	6,158	-2,615	436809,513	5,638	-68,661	
225	436809,538	6,158	-2,682	436809,563	5,638	-68,718	
226	436809,588	6,157	-2,635	436809,613	5,638	-68,728	
227	436809,638	6,157	-2,740	436809,663	5,638	-68,700	
228	436809,688	6,157	-2,674	436809,713	5,638	-68,670	
229	436809,738	6,157	-2,697	436809,763	5,638	-68,756	
230	436809,788	6,158	-2,602	436809,813	5,638	-68,717	
231	436809,838	6,158	-2,657	436809,863	5,638	-68,721	
232	436809,888	6,158	-2,619	436809,913	5,638	-68,698	
233	436809,938	6,158	-2,631	436809,963	5,638	-68,744	
234	436809,988	6,158	-2,632	436810,013	5,638	-68,674	
235	436810,038	6,158	-2,662	436810,063	5,638	-68,706	
236	436810,088	6,158	-2,688	436810,113	5,638	-68,659	
237	436810,138	6,158	-2,632	436810,163	5,638	-68,717	
238	436810,188	6,159	-2,552	436810,213	5,639	-68,661	
239	436810,238	6,158	-2,681	436810,263	5,638	-68,779	
240	436810,288	6,158	-2,624	436810,313	5,638	-68,711	
241	436810,338	6,158	-2,658	436810,363	5,638	-68,720	
242	436810,388	6,158	-2,557	436810,413	5,638	-68,701	
243	436810,438	6,158	-2,672	436810,463	5,638	-68,755	
244	436810,488	6,157	-2,683	436810,513	5,638	-68,685	
245	436810,538	6,159	-2,631	436810,563	5,638	-68,723	
246	436810,588	6,157	-2,649	436810,613	5,638	-68,693	
247	436810,638	6,157	-2,719	436810,663	5,638	-68,751	
248	436810,688	6,157	-2,718	436810,713	5,638	-68,678	
249	436810,738	6,158	-2,706	436810,763	5,638	-68,761	
250	436810,788	6,158	-2,605	436810,813	5,639	-68,681	
251	436810,838	6,157	-2,658	436810,863	5,638	-68,710	
252	436810,888	6,157	-2,646	436810,913	5,638	-68,693	
253	436810,938	6,157	-2,702	436810,963	5,638	-68,736	
254	436810,988	6,158	-2,620	436811,013	5,639	-68,644	
255	436811,038	6,157	-2,686	436811,063	5,638	-68,742	
256	436811,088	6,158	-2,640	436811,113	5,638	-68,679	
257	436811,138	6,158	-2,617	436811,163	5,638	-68,756	
258	436811,188	6,157	-2,690	436811,213	5,638	-68,721	
259	436811,238	6,158	-2,570	436811,263	5,638	-68,730	
260	436811,288	6,157	-2,676	436811,313	5,638	-68,691	
261	436811,338	6,158	-2,690	436811,363	5,638	-68,744	
262	436811,388	6,158	-2,601	436811,413	5,638	-68,671	
263	436811,438	6,158	-2,682	436811,463	5,638	-68,738	
264	436811,488	6,158	-2,627	436811,513	5,638	-68,703	
265	436811,538	6,157	-2,674	436811,563	5,638	-68,767	
266	436811,588	6,157	-2,645	436811,613	5,639	-68,679	
267	436811,638	6,158	-2,695	436811,663	5,638	-68,716	
268	436811,688	6,158	-2,627	436811,713	5,638	-68,671	
269	436811,738	6,158	-2,652	436811,763	5,638	-68,731	
270	436811,788	6,157	-2,678	436811,813	5,639	-68,695	
271	436811,838	6,158	-2,639	436811,863	5,638	-68,711	
272	436811,888	6,158	-2,607	436811,913	5,638	-68,717	
273	436811,938	6,158	-2,624	436811,963	5,638	-68,708	
274	436811,988	6,158	-2,622	436812,013	5,638	-68,691	
275	436812,038	6,158	-2,669	436812,063	5,638	-68,766	
276	436812,088	6,158	-2,572	436812,113	5,638	-68,684	
277	436812,138	6,158	-2,671	436812,163	5,638	-68,729	
278	436812,188	6,157	-2,700	436812,213	5,638	-68,707	
279	436812,238	6,158	-2,661	436812,263	5,638	-68,675	
280	436812,288	6,158	-2,638	436812,313	5,638	-68,722	
281	436812,338	6,157	-2,703	436812,363	5,638	-68,762	
282	436812,388	6,157	-2,677	436812,413	5,638	-68,683	
283	436812,438	6,158	-2,630	436812,463	5,638	-68,745	
284	436812,488	6,158	-2,682	436812,513	5,638	-68,689	
285	436812,538	6,157	-2,719	436812,563	5,638	-68,715	
286	436812,588	6,157	-2,671	436812,613	5,638	-68,714	
287	436812,638	6,158	-2,676	436812,663	5,638	-68,755	
288	436812,688	6,157	-2,702	436812,713	5,638	-68,721	
289	436812,738	6,158	-2,689	436812,763	5,638	-68,744	
290	436812,788	6,158	-2,662	436812,813	5,638	-68,681	
291	436812,838	6,158	-2,663	436812,863	5,638	-68,715	
292	436812,888	6,157	-2,650	436812,913	5,638	-68,681	
293	436812,938	6,159	-2,558	436812,963	5,638	-68,714	
294	436812,988	6,158	-2,592	436813,013	5,638	-68,721	
295	436813,038	6,159	-2,600	436813,063	5,637	-68,777	
296	436813,088	6,158	-2,620	436813,113	5,638	-68,675	
297	436813,138	6,158	-2,685	436813,163	5,638	-68,711	
298	436813,188	6,157	-2,703	436813,213	5,638	-68,673	
299	436813,238	6,158	-2,664	436813,263	5,638	-68,753	
300	436813,288	6,157	-2,626	436813,313	5,638	-68,687	
301	436813,338	6,158	-2,666	436813,363	5,638	-68,727	
302	436813,388	6,157	-2,644	436813,413	5,638	-68,666	
303	436813,438	6,158	-2,662	436813,463	5,638	-68,734	
304	436813,488	6,157	-2,691	436813,513	5,638	-68,671	
305	436813,538	6,158	-2,631	436813,563	5,638	-68,741	
306	436813,588	6,158	-2,629	436813,613	5,638	-68,725	
307	436813,638	6,157	-2,691	436813,663	5,638	-68,730	
308	436813,688	6,157	-2,671	436813,713	5,639	-68,648	
309	436813,738	6,157	-2,706	436813,763	5,638	-68,751	
310	436813,788	6,157	-2,687	436813,813	5,638	-68,692	
311	436813,838	6,158	-2,675	436813,863	5,638	-68,726	
312	436813,888	6,157	-2,666	436813,913	5,638	-68,674	
313	436813,938	6,158	-2,635	436813,963	5,638	-68,764	
314	436813,988	6,158	-2,641	436814,013	5,638	-68,704	
315	436814,038	6,158	-2,607	436814,063	5,638	-68,746	
316	436814,088	6,157	-2,672	436814,113	5,638	-68,706	
317	436814,138	6,157	-2,664	436814,163	5,638	-68,731	
318	436814,188	6,158	-2,627	436814,213	5,638	-68,716	
319	436814,238	6,159	-2,586	436814,263	5,638	-68,725	
320	436814,288	6,157	-2,702	436814,313	5,638	-68,717	
321	436814,338	6,158	-2,608	436814,363	5,638	-68,739	
322	436814,388	6,157	-2,659	436814,413	5,638	-68,704	
323	436814,438	6,158	-2,705	436814,463	5,638	-68,713	
324	436814,488	6,157	-2,679	436814,513	5,638	-68,680	
325	436814,538	6,158	-2,683	436814,563	5,638	-68,718	
326	436814,588	6,158	-2,619	436814,613	5,638	-68,684	
327	436814,638	6,158	-2,618	436814,663	5,638	-68,751	
328	436814,688	6,157	-2,671	436814,713	5,638	-68,669	
329	436814,738	6,158	-2,660	436814,763	5,638	-68,746	
330	436814,788	6,157	-2,689	436814,813	5,638	-68,676	
331	436814,838	6,159	-2,619	436814,863	5,638	-68,728	
332	436814,888	6,158	-2,615	436814,913	5,639	-68,662	
333	436814,938	6,158	-2,658	436814,963	5,638	-68,724	
334	436814,988	6,157	-2,719	436815,013	5,638	-68,684	
335	436815,038	6,158	-2,664	436815,063	5,638	-68,690	
336	436815,088	6,158	-2,639	436815,113	5,638	-68,694	
337	436815,138	6,158	-2,664	436815,163	5,638	-68,737	
338	436815,188	6,157	-2,678	436815,213	5,638	-68,688	
339	436815,238	6,158	-2,646	436815,263	5,638	-68,709	
340	436815,288	6,158	-2,628	436815,313	5,638	-68,681	
341	436815,338	6,158	-2,676	436815,363	5,638	-68,694	
342	436815,388	6,158	-2,664	436815,413	5,638	-68,678	
343	436815,438	6,159	-2,575	436815,463	5,638	-68,771	
344	436815,488	6,157	-2,675	436815,513	5,638	-68,688	
345	436815,538	6,158	-2,697	436815,563	5,638	-68,733	
346	436815,588	6,157	-2,670	436815,613	5,638	-68,729	
347	436815,638	6,159	-2,613	436815,663	5,638	-68,733	
348	436815,688	6,157	-2,668	436815,713	5,639	-68,613	
349	436815,738	6,158	-2,616	436815,763	5,638	-68,763	
350	436815,788	6,158	-2,654	436815,813	5,638	-68,688	
351	436815,838	6,157	-2,662	436815,863	5,638	-68,729	
352	436815,888	6,158	-2,596	436815,913	5,638	-68,715	
353	436815,938	6,158	-2,678	436815,963	5,637	-68,791	
354	436815,988	6,157	-2,658	436816,013	5,638	-68,660	
355	436816,038	6,158	-2,630	436816,063	5,638	-68,751	
356	436816,088	6,158	-2,649	436816,113	5,639	-68,652	
357	436816,138	6,158	-2,604	436816,163	5,638	-68,736	
358	436816,188	6,156	-2,742	436816,213	5,639	-68,653	
359	436816,238	6,158	-2,655	436816,263	5,638	-68,745	
360	436816,288	6,157	-2,712	436816,313	5,638	-68,701	
361	436816,338	6,157	-2,739	436816,363	5,638	-68,747	
362	436816,388	6,157	-2,665	436816,413	5,638	-68,670	
363	436816,438	6,158	-2,611	436816,463	5,638	-68,719	
364	436816,488	6,157	-2,644	436816,513	5,638	-68,665	
365	436816,538	6,158	-2,620	436816,563	5,638	-68,733	
366	436816,588	6,157	-2,685	436816,613	5,638	-68,635	
367	436816,638	6,157	-2,675	436816,663	5,637	-68,800	
368	436816,688	6,158	-2,637	436816,713	5,638	-68,670	
369	436816,738	6,157	-2,672	436816,763	5,637	-68,807	
370	436816,788	6,157	-2,636	436816,813	5,638	-68,672	
371	436816,838	6,158	-2,659	436816,863	5,638	-68,719	
372	436816,888	6,157	-2,637	436816,913	5,638	-68,685	
373	436816,938	6,158	-2,590	436816,963	5,638	-68,785	
374	436816,988	6,158	-2,601	436817,013	5,638	-68,682	
375	436817,038	6,158	-2,671	436817,063	5,638	-68,731	
376	436817,088	6,159	-2,560	436817,113	5,638	-68,706	
377	436817,138	6,158	-2,634	436817,163	5,638	-68,734	
378	436817,188	6,157	-2,688	436817,213	5,638	-68,655	
379	436817,238	6,157	-2,723	436817,263	5,638	-68,701	
380	436817,288	6,157	-2,713	436817,313	5,638	-68,698	
381	436817,338	6,157	-2,672	436817,363	5,638	-68,712	
382	436817,388	6,157	-2,661	436817,413	5,639	-68,647	
383	436817,438	6,158	-2,643	436817,463	5,638	-68,740	
384	436817,488	6,158	-2,622	436817,513	5,638	-68,691	
385	436817,538	6,158	-2,634	436817,563	5,638	-68,745	
386	436817,588	6,157	-2,676	436817,613	5,638	-68,729	
387	436817,638	6,157	-2,686	436817,663	5,638	-68,770	
388	436817,688	6,158	-2,617	436817,713	5,638	-68,703	
389	436817,738	6,158	-2,633	436817,763	5,638	-68,762	
390	436817,788	6,157	-2,663	436817,813	5,638	-68,675	
391	436817,838	6,157	-2,713	436817,863	5,638	-68,783	
392	436817,888	6,158	-2,643	436817,913	5,638	-68,653	
393	436817,938	6,158	-2,690	436817,963	5,638	-68,748	
394	436817,988	6,157	-2,681	436818,013	5,638	-68,675	
395	436818,038	6,158	-2,621	436818,063	5,638	-68,775	
396	436818,088	6,158	-2,672	436818,113	5,638	-68,678	
397	436818,138	6,158	-2,636	436818,163	5,638	-68,733	
398	436818,188	6,158	-2,645	436818,213	5,638	-68,680	
399	436818,238	6,159	-2,603	436818,263	5,638	-68,751	
400	436818,288	6,158	-2,669	436818,313	5,638	-68,710	
401	436818,338	6,158	-2,637	436818,363	5,638	-68,738	
402	436818,388	6,157	-2,684	436818,413	5,638	-68,705	
403	436818,438	6,158	-2,644	436818,463	5,638	-68,737	
404	436818,488	6,158	-2,630	436818,513	5,638	-68,649	
405	436818,538	6,158	-2,613	436818,563	5,638	-68,743	
406	436818,588	6,157	-2,660	436818,613	5,638	-68,684	
407	436818,638	6,158	-2,597	436818,663	5,638	-68,753	
408	436818,688	6,158	-2,592	436818,713	5,638	-68,654	
409	436818,738	6,157	-2,632	436818,763	5,638	-68,755	
410	436818,788	6,158	-2,651	436818,813	5,638	-68,691	
411	436818,838	6,158	-2,651	436818,863	5,638	-68,751	
412	436818,888	6,157	-2,716	436818,913	5,638	-68,638	
413	436818,938	6,158	-2,566	436818,963	5,638	-68,731	
414	436818,988	6,157	-2,677	436819,013	5,638	-68,714	
415	436819,038	6,157	-2,669	436819,063	5,637	-68,770	
416	436819,088	6,158	-2,617	436819,113	5,638	-68,681	
417	436819,138	6,158	-2,624	436819,163	5,638	-68,747	
418	436819,188	6,158	-2,670	436819,213	5,638	-68,664	
419	436819,238	6,158	-2,640	436819,263	5,638	-68,732	
420	436819,288	6,157	-2,693	436819,313	5,638	-68,680	
421	436819,338	6,158	-2,580	436819,363	5,638	-68,707	
422	436819,388	6,157	-2,657	436819,413	5,638	-68,695	
423	436819,438	6,157	-2,702	436819,463	5,638	-68,766	
424	436819,488	6,157	-2,723	436819,513	5,638	-68,675	
425	436819,538	6,158	-2,600	436819,563	5,637	-68,779	
426	436819,588	6,157	-2,713	436819,613	5,638	-68,678	
427	436819,638	6,157	-2,636	436819,663	5,638	-68,767	
428	436819,688	6,158	-2,650	436819,713	5,638	-68,666	
429	436819,738	6,158	-2,608	436819,763	5,638	-68,741	
430	436819,788	6,158	-2,677	436819,813	5,638	-68,690	
431	436819,838	6,158	-2,632	436819,863	5,637	-68,719	
432	436819,888	6,157	-2,641	436819,913	5,638	-68,701	
433	436819,938	6,158	-2,569	436819,963	5,638	-68,730	
434	436819,988	6,158	-2,622	436820,013	5,638	-68,666	
435	436820,038	6,158	-2,685	436820,063	5,637	-68,781	
436	436820,088	6,157	-2,683	436820,113	5,638	-68,697	
437	436820,138	6,158	-2,576	436820,163	5,637	-68,764	
438	436820,188	6,158	-2,617	436820,213	5,638	-68,661	
439	436820,238	6,157	-2,632	436820,263	5,638	-68,748	
