Source File:- C:\Cubus Projects\vi_F4016_Lastkollektiv\Data\Test Run - 21\Prüfablauf - (1 von 1)\F4016_1_Ueberlast_mittig_#2.qtpd
Cycle	Peak Time [s]	Zylinder 2 Weg  [mm] Peak	Zylinder 2 Kraft  [kN] Peak	Trough Time	Zylinder 2 Weg  [mm] Trough	Zylinder 2 Kraft  [kN] Trough	
1589	154588,339	6,103	-2,784	154588,364	5,555	-70,808	
1590	154588,389	6,104	-2,782	154588,414	5,555	-70,772	
1591	154588,439	6,103	-2,819	154588,464	5,555	-70,847	
1592	154588,489	6,103	-2,751	154588,514	5,555	-70,708	
1593	154588,539	6,104	-2,781	154588,564	5,555	-70,829	
1594	154588,589	6,102	-2,817	154588,614	5,555	-70,748	
1595	154588,639	6,104	-2,706	154588,664	5,556	-70,761	
1596	154588,689	6,104	-2,823	154588,714	5,556	-70,736	
1597	154588,739	6,105	-2,717	154588,764	5,556	-70,763	
1598	154588,789	6,104	-2,779	154588,814	5,555	-70,740	
1599	154588,839	6,104	-2,817	154588,864	5,555	-70,759	
1600	154588,889	6,103	-2,777	154588,914	5,555	-70,741	
1601	154588,939	6,103	-2,802	154588,964	5,554	-70,775	
1602	154588,989	6,103	-2,776	154589,014	5,555	-70,719	
1603	154589,039	6,102	-2,806	154589,064	5,555	-70,787	
1604	154589,089	6,105	-2,752	154589,114	5,555	-70,707	
1605	154589,139	6,103	-2,727	154589,164	5,556	-70,812	
1606	154589,189	6,103	-2,769	154589,214	5,556	-70,682	
1607	154589,239	6,104	-2,822	154589,264	5,556	-70,841	
1608	154589,289	6,104	-2,771	154589,314	5,555	-70,702	
1609	154589,339	6,102	-2,831	154589,364	5,554	-70,772	
1610	154589,389	6,104	-2,785	154589,414	5,556	-70,680	
1611	154589,439	6,102	-2,808	154589,464	5,555	-70,796	
1612	154589,489	6,103	-2,781	154589,514	5,555	-70,709	
1613	154589,539	6,103	-2,839	154589,564	5,556	-70,779	
1614	154589,589	6,102	-2,829	154589,614	5,555	-70,669	
1615	154589,639	6,103	-2,812	154589,664	5,556	-70,728	
1616	154589,689	6,103	-2,793	154589,714	5,555	-70,720	
1617	154589,739	6,103	-2,723	154589,764	5,555	-70,759	
1618	154589,789	6,102	-2,849	154589,814	5,556	-70,683	
1619	154589,839	6,104	-2,785	154589,864	5,556	-70,752	
1620	154589,889	6,103	-2,812	154589,914	5,557	-70,684	
1621	154589,939	6,104	-2,772	154589,964	5,556	-70,750	
1622	154589,989	6,103	-2,806	154590,014	5,556	-70,660	
1623	154590,039	6,104	-2,798	154590,064	5,555	-70,752	
1624	154590,089	6,102	-2,805	154590,114	5,555	-70,715	
1625	154590,139	6,104	-2,805	154590,164	5,556	-70,721	
1626	154590,189	6,103	-2,833	154590,214	5,555	-70,690	
1627	154590,239	6,103	-2,860	154590,264	5,556	-70,703	
1628	154590,289	6,104	-2,776	154590,314	5,555	-70,661	
1629	154590,339	6,103	-2,814	154590,364	5,555	-70,771	
1630	154590,389	6,104	-2,794	154590,414	5,555	-70,739	
1631	154590,439	6,103	-2,759	154590,464	5,556	-70,751	
1632	154590,489	6,103	-2,789	154590,514	5,555	-70,669	
1633	154590,539	6,103	-2,755	154590,564	5,555	-70,744	
1634	154590,589	6,103	-2,768	154590,614	5,555	-70,676	
1635	154590,639	6,103	-2,819	154590,664	5,554	-70,780	
1636	154590,689	6,105	-2,739	154590,714	5,556	-70,689	
1637	154590,739	6,104	-2,823	154590,764	5,556	-70,686	
1638	154590,789	6,104	-2,757	154590,814	5,556	-70,670	
1639	154590,839	6,103	-2,786	154590,864	5,555	-70,743	
1640	154590,889	6,103	-2,836	154590,914	5,555	-70,724	
1641	154590,939	6,104	-2,798	154590,964	5,555	-70,769	
1642	154590,989	6,103	-2,790	154591,014	5,556	-70,716	
1643	154591,039	6,103	-2,743	154591,064	5,555	-70,754	
1644	154591,089	6,103	-2,762	154591,114	5,555	-70,665	
1645	154591,139	6,103	-2,744	154591,164	5,555	-70,806	
1646	154591,189	6,104	-2,736	154591,214	5,555	-70,722	
1647	154591,239	6,102	-2,803	154591,264	5,555	-70,717	
1648	154591,289	6,102	-2,827	154591,314	5,555	-70,666	
1649	154591,339	6,103	-2,839	154591,364	5,556	-70,784	
1650	154591,389	6,104	-2,766	154591,414	5,555	-70,712	
1651	154591,439	6,103	-2,839	154591,464	5,556	-70,777	
1652	154591,489	6,103	-2,807	154591,514	5,556	-70,704	
1653	154591,539	6,103	-2,782	154591,564	5,555	-70,765	
1654	154591,589	6,103	-2,826	154591,614	5,555	-70,692	
1655	154591,639	6,103	-2,765	154591,664	5,555	-70,797	
1656	154591,689	6,105	-2,698	154591,714	5,555	-70,679	
1657	154591,739	6,103	-2,827	154591,764	5,555	-70,806	
1658	154591,789	6,104	-2,755	154591,814	5,555	-70,687	
1659	154591,839	6,103	-2,790	154591,864	5,555	-70,780	
1660	154591,889	6,103	-2,769	154591,914	5,556	-70,689	
1661	154591,939	6,104	-2,743	154591,964	5,554	-70,783	
1662	154591,989	6,104	-2,775	154592,014	5,556	-70,687	
1663	154592,039	6,104	-2,780	154592,064	5,556	-70,792	
1664	154592,089	6,105	-2,686	154592,114	5,555	-70,729	
1665	154592,139	6,103	-2,833	154592,164	5,555	-70,786	
1666	154592,189	6,104	-2,773	154592,214	5,555	-70,777	
1667	154592,239	6,103	-2,751	154592,264	5,556	-70,756	
1668	154592,289	6,102	-2,846	154592,314	5,555	-70,680	
1669	154592,339	6,103	-2,767	154592,364	5,555	-70,745	
1670	154592,389	6,104	-2,846	154592,414	5,555	-70,685	
1671	154592,439	6,103	-2,794	154592,464	5,556	-70,741	
1672	154592,489	6,104	-2,773	154592,514	5,555	-70,703	
1673	154592,539	6,104	-2,735	154592,564	5,556	-70,788	
1674	154592,589	6,102	-2,852	154592,614	5,555	-70,762	
1675	154592,639	6,103	-2,789	154592,664	5,555	-70,754	
1676	154592,689	6,104	-2,779	154592,714	5,555	-70,718	
1677	154592,739	6,104	-2,773	154592,764	5,555	-70,815	
1678	154592,789	6,103	-2,735	154592,814	5,555	-70,673	
1679	154592,839	6,103	-2,873	154592,864	5,556	-70,746	
1680	154592,889	6,103	-2,803	154592,914	5,556	-70,715	
1681	154592,939	6,104	-2,828	154592,964	5,554	-70,789	
1682	154592,989	6,103	-2,772	154593,014	5,556	-70,749	
1683	154593,039	6,103	-2,800	154593,064	5,554	-70,841	
1684	154593,089	6,104	-2,816	154593,114	5,555	-70,733	
1685	154593,139	6,104	-2,727	154593,164	5,555	-70,754	
1686	154593,189	6,103	-2,777	154593,214	5,555	-70,691	
1687	154593,239	6,102	-2,842	154593,264	5,555	-70,800	
1688	154593,289	6,102	-2,771	154593,314	5,556	-70,682	
1689	154593,339	6,103	-2,795	154593,364	5,556	-70,772	
1690	154593,389	6,105	-2,749	154593,414	5,556	-70,737	
1691	154593,439	6,103	-2,767	154593,464	5,554	-70,805	
1692	154593,489	6,102	-2,900	154593,514	5,556	-70,717	
1693	154593,539	6,104	-2,833	154593,564	5,556	-70,721	
1694	154593,589	6,103	-2,809	154593,614	5,555	-70,694	
1695	154593,639	6,102	-2,854	154593,664	5,555	-70,751	
1696	154593,689	6,104	-2,770	154593,714	5,556	-70,677	
1697	154593,739	6,103	-2,795	154593,764	5,556	-70,749	
1698	154593,789	6,103	-2,776	154593,814	5,555	-70,721	
1699	154593,839	6,104	-2,749	154593,864	5,556	-70,744	
1700	154593,889	6,104	-2,788	154593,914	5,556	-70,694	
1701	154593,939	6,104	-2,770	154593,964	5,556	-70,707	
1702	154593,989	6,102	-2,797	154594,014	5,555	-70,687	
1703	154594,039	6,104	-2,759	154594,064	5,555	-70,818	
1704	154594,089	6,104	-2,772	154594,114	5,556	-70,697	
1705	154594,139	6,103	-2,748	154594,164	5,555	-70,742	
1706	154594,189	6,103	-2,870	154594,214	5,556	-70,715	
1707	154594,239	6,102	-2,826	154594,264	5,555	-70,727	
1708	154594,289	6,104	-2,743	154594,314	5,556	-70,663	
1709	154594,339	6,104	-2,805	154594,364	5,555	-70,754	
1710	154594,389	6,103	-2,786	154594,414	5,555	-70,667	
1711	154594,439	6,103	-2,787	154594,464	5,555	-70,791	
1712	154594,489	6,103	-2,860	154594,514	5,556	-70,676	
1713	154594,539	6,104	-2,810	154594,564	5,555	-70,751	
1714	154594,589	6,103	-2,805	154594,614	5,555	-70,712	
1715	154594,639	6,104	-2,754	154594,664	5,554	-70,847	
1716	154594,689	6,103	-2,803	154594,714	5,556	-70,676	
1717	154594,739	6,103	-2,719	154594,764	5,555	-70,794	
1718	154594,789	6,104	-2,767	154594,814	5,555	-70,671	
1719	154594,839	6,102	-2,797	154594,864	5,555	-70,827	
1720	154594,889	6,103	-2,763	154594,914	5,555	-70,701	
1721	154594,939	6,104	-2,820	154594,964	5,555	-70,749	
1722	154594,989	6,103	-2,821	154595,014	5,556	-70,688	
1723	154595,039	6,103	-2,825	154595,064	5,556	-70,736	
1724	154595,089	6,104	-2,698	154595,114	5,556	-70,704	
1725	154595,139	6,103	-2,781	154595,164	5,555	-70,776	
1726	154595,189	6,104	-2,736	154595,214	5,555	-70,714	
1727	154595,239	6,104	-2,696	154595,264	5,556	-70,762	
1728	154595,289	6,102	-2,819	154595,314	5,555	-70,716	
1729	154595,339	6,104	-2,747	154595,364	5,555	-70,713	
1730	154595,389	6,103	-2,825	154595,414	5,556	-70,637	
1731	154595,439	6,103	-2,810	154595,464	5,556	-70,774	
1732	154595,489	6,103	-2,768	154595,514	5,555	-70,739	
1733	154595,539	6,104	-2,838	154595,564	5,555	-70,755	
1734	154595,589	6,104	-2,688	154595,614	5,556	-70,747	
1735	154595,639	6,103	-2,798	154595,664	5,554	-70,807	
1736	154595,689	6,105	-2,732	154595,714	5,555	-70,680	
1737	154595,739	6,103	-2,831	154595,764	5,555	-70,837	
1738	154595,789	6,102	-2,825	154595,814	5,556	-70,753	
1739	154595,839	6,104	-2,759	154595,864	5,555	-70,760	
1740	154595,889	6,104	-2,752	154595,914	5,555	-70,702	
1741	154595,939	6,104	-2,705	154595,964	5,556	-70,749	
1742	154595,989	6,102	-2,796	154596,014	5,555	-70,778	
1743	154596,039	6,103	-2,792	154596,064	5,554	-70,776	
1744	154596,089	6,104	-2,832	154596,114	5,556	-70,656	
1745	154596,139	6,104	-2,808	154596,164	5,556	-70,774	
1746	154596,189	6,104	-2,839	154596,214	5,556	-70,693	
1747	154596,239	6,104	-2,730	154596,264	5,555	-70,808	
1748	154596,289	6,104	-2,732	154596,314	5,556	-70,703	
1749	154596,339	6,103	-2,755	154596,364	5,555	-70,748	
1750	154596,389	6,104	-2,818	154596,414	5,555	-70,675	
1751	154596,439	6,104	-2,819	154596,464	5,555	-70,819	
1752	154596,489	6,104	-2,776	154596,514	5,556	-70,682	
1753	154596,539	6,103	-2,763	154596,564	5,555	-70,727	
1754	154596,589	6,102	-2,823	154596,614	5,555	-70,731	
1755	154596,639	6,103	-2,771	154596,664	5,555	-70,782	
1756	154596,689	6,103	-2,757	154596,714	5,554	-70,729	
1757	154596,739	6,104	-2,744	154596,764	5,556	-70,806	
1758	154596,789	6,103	-2,790	154596,814	5,555	-70,686	
1759	154596,839	6,104	-2,762	154596,864	5,556	-70,774	
1760	154596,889	6,103	-2,801	154596,914	5,555	-70,718	
1761	154596,939	6,102	-2,803	154596,964	5,555	-70,773	
1762	154596,989	6,103	-2,805	154597,014	5,555	-70,699	
1763	154597,039	6,102	-2,789	154597,064	5,556	-70,742	
1764	154597,089	6,103	-2,795	154597,114	5,555	-70,671	
1765	154597,139	6,104	-2,757	154597,164	5,555	-70,776	
1766	154597,189	6,104	-2,831	154597,214	5,555	-70,677	
1767	154597,239	6,103	-2,767	154597,264	5,555	-70,785	
1768	154597,289	6,104	-2,775	154597,314	5,556	-70,704	
1769	154597,339	6,105	-2,735	154597,364	5,554	-70,805	
1770	154597,389	6,103	-2,777	154597,414	5,556	-70,667	
1771	154597,439	6,103	-2,811	154597,464	5,555	-70,805	
1772	154597,489	6,103	-2,731	154597,514	5,556	-70,704	
1773	154597,539	6,103	-2,869	154597,564	5,554	-70,792	
1774	154597,589	6,102	-2,793	154597,614	5,555	-70,789	
1775	154597,639	6,104	-2,827	154597,664	5,554	-70,793	
1776	154597,689	6,104	-2,724	154597,714	5,556	-70,741	
1777	154597,739	6,104	-2,771	154597,764	5,555	-70,786	
1778	154597,789	6,103	-2,789	154597,814	5,556	-70,745	
1779	154597,839	6,103	-2,851	154597,864	5,554	-70,841	
1780	154597,889	6,104	-2,800	154597,914	5,555	-70,726	
1781	154597,939	6,104	-2,760	154597,964	5,554	-70,805	
1782	154597,989	6,103	-2,817	154598,014	5,555	-70,695	
1783	154598,039	6,103	-2,870	154598,064	5,556	-70,791	
1784	154598,089	6,104	-2,827	154598,114	5,555	-70,736	
1785	154598,139	6,104	-2,775	154598,164	5,556	-70,739	
1786	154598,189	6,103	-2,782	154598,214	5,555	-70,674	
1787	154598,239	6,105	-2,720	154598,264	5,555	-70,768	
1788	154598,289	6,102	-2,832	154598,314	5,555	-70,689	
1789	154598,339	6,104	-2,782	154598,364	5,555	-70,789	
1790	154598,389	6,103	-2,859	154598,414	5,556	-70,716	
1791	154598,439	6,102	-2,868	154598,464	5,555	-70,753	
1792	154598,489	6,103	-2,753	154598,514	5,554	-70,746	
1793	154598,539	6,102	-2,829	154598,564	5,555	-70,762	
1794	154598,589	6,105	-2,743	154598,614	5,556	-70,719	
1795	154598,639	6,103	-2,781	154598,664	5,555	-70,686	
1796	154598,689	6,104	-2,813	154598,714	5,556	-70,743	
1797	154598,739	6,104	-2,769	154598,764	5,555	-70,804	
1798	154598,789	6,104	-2,810	154598,814	5,556	-70,726	
1799	154598,839	6,104	-2,729	154598,864	5,554	-70,806	
1800	154598,889	6,103	-2,813	154598,914	5,555	-70,701	
1801	154598,939	6,104	-2,729	154598,964	5,555	-70,786	
1802	154598,989	6,104	-2,775	154599,014	5,556	-70,680	
1803	154599,039	6,103	-2,810	154599,064	5,555	-70,744	
1804	154599,089	6,103	-2,766	154599,114	5,555	-70,656	
1805	154599,139	6,103	-2,805	154599,164	5,555	-70,769	
1806	154599,189	6,103	-2,833	154599,214	5,555	-70,639	
1807	154599,239	6,104	-2,720	154599,264	5,555	-70,703	
1808	154599,289	6,102	-2,878	154599,314	5,555	-70,682	
1809	154599,339	6,103	-2,793	154599,364	5,555	-70,736	
1810	154599,389	6,104	-2,716	154599,414	5,556	-70,705	
1811	154599,439	6,103	-2,829	154599,464	5,556	-70,722	
1812	154599,489	6,104	-2,770	154599,514	5,555	-70,712	
1813	154599,539	6,104	-2,758	154599,564	5,556	-70,759	
1814	154599,589	6,103	-2,802	154599,614	5,556	-70,663	
1815	154599,639	6,103	-2,776	154599,664	5,555	-70,767	
1816	154599,689	6,104	-2,748	154599,714	5,555	-70,700	
1817	154599,739	6,104	-2,788	154599,764	5,555	-70,708	
1818	154599,789	6,104	-2,727	154599,814	5,555	-70,758	
1819	154599,839	6,103	-2,746	154599,864	5,555	-70,765	
1820	154599,889	6,104	-2,802	154599,914	5,555	-70,689	
1821	154599,939	6,102	-2,802	154599,964	5,555	-70,745	
1822	154599,989	6,103	-2,764	154600,014	5,555	-70,730	
1823	154600,039	6,103	-2,828	154600,064	5,556	-70,741	
1824	154600,089	6,103	-2,806	154600,114	5,555	-70,710	
1825	154600,139	6,104	-2,768	154600,164	5,555	-70,777	
1826	154600,189	6,104	-2,703	154600,214	5,555	-70,760	
1827	154600,239	6,104	-2,761	154600,264	5,555	-70,815	
1828	154600,289	6,103	-2,840	154600,314	5,555	-70,691	
1829	154600,339	6,103	-2,850	154600,364	5,555	-70,730	
1830	154600,389	6,103	-2,831	154600,414	5,555	-70,697	
1831	154600,439	6,104	-2,774	154600,464	5,555	-70,734	
1832	154600,489	6,105	-2,742	154600,514	5,555	-70,687	
1833	154600,539	6,105	-2,743	154600,564	5,555	-70,770	
1834	154600,589	6,104	-2,781	154600,614	5,556	-70,739	
1835	154600,639	6,104	-2,771	154600,664	5,556	-70,743	
1836	154600,689	6,104	-2,731	154600,714	5,556	-70,706	
1837	154600,739	6,104	-2,768	154600,764	5,555	-70,770	
1838	154600,789	6,104	-2,771	154600,814	5,556	-70,687	
1839	154600,839	6,103	-2,773	154600,864	5,556	-70,814	
1840	154600,889	6,103	-2,818	154600,914	5,555	-70,680	
1841	154600,939	6,103	-2,783	154600,964	5,555	-70,767	
1842	154600,989	6,103	-2,770	154601,014	5,556	-70,702	
1843	154601,039	6,103	-2,806	154601,064	5,556	-70,748	
1844	154601,089	6,104	-2,749	154601,114	5,556	-70,732	
1845	154601,139	6,104	-2,764	154601,164	5,556	-70,794	
1846	154601,189	6,103	-2,766	154601,214	5,556	-70,693	
1847	154601,239	6,103	-2,776	154601,264	5,556	-70,780	
1848	154601,289	6,103	-2,799	154601,314	5,554	-70,750	
1849	154601,339	6,104	-2,782	154601,364	5,554	-70,850	
1850	154601,389	6,104	-2,728	154601,414	5,556	-70,677	
1851	154601,439	6,104	-2,659	154601,464	5,555	-70,773	
1852	154601,489	6,104	-2,747	154601,514	5,556	-70,745	
1853	154601,539	6,104	-2,760	154601,564	5,555	-70,782	
1854	154601,589	6,104	-2,778	154601,614	5,555	-70,720	
1855	154601,639	6,103	-2,808	154601,664	5,556	-70,780	
1856	154601,689	6,104	-2,784	154601,714	5,557	-70,648	
1857	154601,739	6,103	-2,799	154601,764	5,555	-70,780	
1858	154601,789	6,103	-2,756	154601,814	5,556	-70,727	
1859	154601,839	6,104	-2,820	154601,864	5,556	-70,801	
1860	154601,889	6,104	-2,739	154601,914	5,554	-70,756	
1861	154601,939	6,103	-2,785	154601,964	5,555	-70,823	
1862	154601,989	6,104	-2,776	154602,014	5,556	-70,701	
1863	154602,039	6,104	-2,790	154602,064	5,555	-70,804	
1864	154602,089	6,103	-2,820	154602,114	5,554	-70,768	
1865	154602,139	6,103	-2,806	154602,164	5,555	-70,797	
1866	154602,189	6,104	-2,756	154602,214	5,556	-70,740	
1867	154602,239	6,102	-2,819	154602,264	5,555	-70,740	
1868	154602,289	6,104	-2,733	154602,314	5,556	-70,743	
1869	154602,339	6,103	-2,817	154602,364	5,556	-70,778	
1870	154602,389	6,104	-2,815	154602,414	5,555	-70,746	
1871	154602,439	6,103	-2,829	154602,464	5,556	-70,794	
1872	154602,489	6,104	-2,832	154602,514	5,555	-70,745	
1873	154602,539	6,103	-2,836	154602,564	5,555	-70,770	
1874	154602,589	6,103	-2,852	154602,614	5,555	-70,723	
1875	154602,639	6,103	-2,803	154602,664	5,555	-70,738	
1876	154602,689	6,103	-2,784	154602,714	5,555	-70,793	
1877	154602,739	6,104	-2,825	154602,764	5,555	-70,763	
1878	154602,789	6,104	-2,783	154602,814	5,555	-70,716	
1879	154602,839	6,104	-2,777	154602,864	5,556	-70,786	
1880	154602,889	6,103	-2,776	154602,914	5,556	-70,698	
1881	154602,939	6,103	-2,791	154602,964	5,554	-70,802	
1882	154602,989	6,104	-2,800	154603,014	5,556	-70,696	
1883	154603,039	6,103	-2,786	154603,064	5,555	-70,765	
1884	154603,089	6,103	-2,820	154603,114	5,555	-70,730	
1885	154603,139	6,103	-2,812	154603,164	5,555	-70,752	
1886	154603,189	6,104	-2,778	154603,214	5,555	-70,722	
1887	154603,239	6,103	-2,792	154603,264	5,555	-70,754	
1888	154603,289	6,104	-2,810	154603,314	5,556	-70,653	
1889	154603,339	6,104	-2,716	154603,364	5,555	-70,767	
1890	154603,389	6,104	-2,706	154603,414	5,555	-70,790	
1891	154603,439	6,103	-2,731	154603,464	5,555	-70,766	
1892	154603,489	6,104	-2,771	154603,514	5,556	-70,757	
1893	154603,539	6,105	-2,741	154603,564	5,557	-70,700	
1894	154603,589	6,104	-2,758	154603,614	5,555	-70,747	
1895	154603,639	6,102	-2,849	154603,664	5,554	-70,818	
1896	154603,689	6,103	-2,814	154603,714	5,555	-70,727	
1897	154603,739	6,104	-2,793	154603,764	5,556	-70,755	
1898	154603,789	6,103	-2,833	154603,814	5,554	-70,749	
1899	154603,839	6,103	-2,824	154603,864	5,555	-70,764	
1900	154603,889	6,103	-2,774	154603,914	5,554	-70,731	
1901	154603,939	6,103	-2,775	154603,964	5,555	-70,761	
1902	154603,989	6,105	-2,752	154604,014	5,556	-70,734	
1903	154604,039	6,103	-2,805	154604,064	5,555	-70,734	
1904	154604,089	6,103	-2,743	154604,114	5,555	-70,682	
1905	154604,139	6,103	-2,768	154604,164	5,555	-70,773	
1906	154604,189	6,104	-2,738	154604,214	5,556	-70,706	
1907	154604,239	6,104	-2,780	154604,264	5,556	-70,757	
1908	154604,289	6,104	-2,762	154604,314	5,555	-70,673	
1909	154604,339	6,104	-2,779	154604,364	5,555	-70,781	
1910	154604,389	6,103	-2,858	154604,414	5,555	-70,722	
1911	154604,439	6,103	-2,748	154604,464	5,554	-70,828	
1912	154604,489	6,103	-2,762	154604,514	5,555	-70,706	
1913	154604,539	6,103	-2,785	154604,564	5,556	-70,757	
1914	154604,589	6,103	-2,738	154604,614	5,556	-70,724	
1915	154604,639	6,104	-2,825	154604,664	5,556	-70,748	
1916	154604,689	6,104	-2,810	154604,714	5,555	-70,736	
1917	154604,739	6,103	-2,747	154604,764	5,555	-70,766	
1918	154604,789	6,103	-2,809	154604,814	5,556	-70,690	
1919	154604,839	6,103	-2,800	154604,864	5,556	-70,749	
1920	154604,889	6,104	-2,814	154604,914	5,556	-70,671	
1921	154604,939	6,104	-2,757	154604,964	5,556	-70,781	
1922	154604,989	6,105	-2,729	154605,014	5,556	-70,675	
1923	154605,039	6,104	-2,767	154605,064	5,555	-70,786	
1924	154605,089	6,105	-2,713	154605,114	5,555	-70,732	
1925	154605,139	6,104	-2,732	154605,164	5,555	-70,789	
1926	154605,189	6,103	-2,762	154605,214	5,556	-70,719	
1927	154605,239	6,103	-2,771	154605,264	5,555	-70,759	
1928	154605,289	6,104	-2,771	154605,314	5,555	-70,713	
1929	154605,339	6,104	-2,764	154605,364	5,555	-70,796	
1930	154605,389	6,104	-2,752	154605,414	5,556	-70,733	
1931	154605,439	6,104	-2,819	154605,464	5,555	-70,740	
1932	154605,489	6,102	-2,799	154605,514	5,556	-70,732	
1933	154605,539	6,103	-2,764	154605,564	5,555	-70,742	
1934	154605,589	6,104	-2,812	154605,614	5,555	-70,699	
1935	154605,639	6,105	-2,749	154605,664	5,555	-70,796	
1936	154605,689	6,103	-2,800	154605,714	5,554	-70,744	
1937	154605,739	6,103	-2,745	154605,764	5,556	-70,733	
1938	154605,789	6,104	-2,687	154605,814	5,555	-70,756	
1939	154605,839	6,104	-2,769	154605,864	5,554	-70,816	
1940	154605,889	6,103	-2,747	154605,914	5,556	-70,729	
1941	154605,939	6,103	-2,740	154605,964	5,555	-70,784	
1942	154605,989	6,104	-2,813	154606,014	5,555	-70,729	
1943	154606,039	6,102	-2,864	154606,064	5,556	-70,747	
1944	154606,089	6,104	-2,810	154606,114	5,555	-70,698	
1945	154606,139	6,104	-2,669	154606,164	5,556	-70,783	
1946	154606,189	6,103	-2,743	154606,214	5,555	-70,759	
1947	154606,239	6,105	-2,748	154606,264	5,555	-70,812	
1948	154606,289	6,104	-2,777	154606,314	5,555	-70,788	
1949	154606,339	6,104	-2,752	154606,364	5,555	-70,779	
1950	154606,389	6,103	-2,790	154606,414	5,555	-70,707	
1951	154606,439	6,104	-2,753	154606,464	5,555	-70,725	
1952	154606,489	6,104	-2,792	154606,514	5,555	-70,766	
1953	154606,539	6,104	-2,808	154606,564	5,556	-70,743	
1954	154606,589	6,105	-2,752	154606,614	5,556	-70,755	
1955	154606,639	6,104	-2,792	154606,664	5,555	-70,794	
1956	154606,689	6,105	-2,725	154606,714	5,554	-70,764	
1957	154606,739	6,103	-2,803	154606,764	5,554	-70,834	
1958	154606,789	6,104	-2,743	154606,814	5,555	-70,785	
1959	154606,839	6,104	-2,850	154606,864	5,556	-70,737	
1960	154606,889	6,104	-2,791	154606,914	5,555	-70,725	
1961	154606,939	6,103	-2,774	154606,964	5,555	-70,739	
1962	154606,989	6,104	-2,736	154607,014	5,555	-70,691	
1963	154607,039	6,103	-2,755	154607,064	5,554	-70,789	
1964	154607,089	6,104	-2,827	154607,114	5,556	-70,697	
1965	154607,139	6,103	-2,815	154607,164	5,554	-70,780	
1966	154607,189	6,105	-2,758	154607,214	5,556	-70,719	
1967	154607,239	6,104	-2,758	154607,264	5,555	-70,755	
1968	154607,289	6,104	-2,789	154607,314	5,555	-70,737	
1969	154607,339	6,103	-2,822	154607,364	5,554	-70,775	
1970	154607,389	6,103	-2,798	154607,414	5,556	-70,682	
1971	154607,439	6,103	-2,780	154607,464	5,555	-70,871	
1972	154607,489	6,103	-2,793	154607,514	5,556	-70,721	
1973	154607,539	6,103	-2,800	154607,564	5,555	-70,820	
1974	154607,589	6,104	-2,771	154607,614	5,555	-70,709	
1975	154607,639	6,104	-2,710	154607,664	5,555	-70,769	
1976	154607,689	6,102	-2,847	154607,714	5,556	-70,656	
1977	154607,739	6,104	-2,780	154607,764	5,554	-70,807	
1978	154607,789	6,104	-2,757	154607,814	5,554	-70,760	
1979	154607,839	6,104	-2,794	154607,864	5,555	-70,754	
1980	154607,889	6,104	-2,730	154607,914	5,555	-70,765	
1981	154607,939	6,103	-2,809	154607,964	5,556	-70,807	
1982	154607,989	6,102	-2,792	154608,014	5,557	-70,690	
1983	154608,039	6,103	-2,840	154608,064	5,554	-70,797	
1984	154608,089	6,103	-2,809	154608,114	5,555	-70,703	
1985	154608,139	6,104	-2,760	154608,164	5,555	-70,749	
1986	154608,189	6,104	-2,800	154608,214	5,556	-70,709	
1987	154608,239	6,104	-2,817	154608,264	5,555	-70,739	
1988	154608,289	6,103	-2,803	154608,314	5,555	-70,719	
1989	154608,339	6,103	-2,723	154608,364	5,555	-70,776	
1990	154608,389	6,102	-2,871	154608,414	5,555	-70,735	
1991	154608,439	6,104	-2,790	154608,464	5,556	-70,769	
1992	154608,489	6,105	-2,758	154608,514	5,555	-70,821	
1993	154608,539	6,104	-2,745	154608,564	5,555	-70,764	
1994	154608,589	6,104	-2,756	154608,614	5,555	-70,703	
1995	154608,639	6,104	-2,743	154608,664	5,555	-70,764	
1996	154608,689	6,104	-2,728	154608,714	5,555	-70,726	
1997	154608,739	6,104	-2,779	154608,764	5,556	-70,794	
1998	154608,789	6,102	-2,791	154608,814	5,554	-70,747	
1999	154608,839	6,105	-2,731	154608,864	5,556	-70,765	
2000	154608,889	6,104	-2,781	154608,914	5,555	-70,798	
2001	154608,939	6,104	-2,774	154608,964	5,555	-70,770	
2002	154608,989	6,104	-2,746	154609,014	5,555	-70,730	
2003	154609,039	6,104	-2,701	154609,064	5,555	-70,772	
2004	154609,089	6,104	-2,761	154609,114	5,556	-70,742	
2005	154609,139	6,104	-2,756	154609,164	5,556	-70,749	
2006	154609,189	6,104	-2,754	154609,214	5,555	-70,721	
2007	154609,239	6,104	-2,698	154609,264	5,555	-70,761	
2008	154609,289	6,104	-2,750	154609,314	5,556	-70,762	
2009	154609,339	6,103	-2,837	154609,364	5,556	-70,757	
2010	154609,389	6,103	-2,820	154609,414	5,556	-70,750	
2011	154609,439	6,104	-2,784	154609,464	5,556	-70,758	
2012	154609,489	6,103	-2,866	154609,514	5,556	-70,752	
2013	154609,539	6,103	-2,756	154609,564	5,554	-70,789	
2014	154609,589	6,103	-2,736	154609,614	5,556	-70,689	
2015	154609,639	6,104	-2,761	154609,664	5,556	-70,808	
2016	154609,689	6,104	-2,788	154609,714	5,556	-70,756	
2017	154609,739	6,104	-2,817	154609,764	5,556	-70,752	
2018	154609,789	6,104	-2,781	154609,814	5,556	-70,698	
2019	154609,839	6,103	-2,796	154609,864	5,555	-70,748	
